subject,session,condition,sigma_ratio,sigma_eig,ci_low,ci_high,ci_method,state,window
S46,Sess02,MOTOR_EXECUTION-LEFT,0.9935529735156564,1.0000000000000009,0.9885888972399028,0.9985205833843419,bootstrap,critical,fullwin_theta
S46,Sess02,MOTOR_EXECUTION-RIGHT,0.9987162406495448,1.0000000000000016,0.9935947273798887,1.0036759959573531,bootstrap,critical,fullwin_theta
S46,Sess02,MOTOR_IMAGERY-LEFT,0.9950961653866548,0.9999999999999993,0.9905765665843873,0.9994418883301807,bootstrap,critical,fullwin_theta
S46,Sess02,MOTOR_IMAGERY-RIGHT,1.001968691150551,1.000000000000001,0.9951922264919009,1.010249829465323,bootstrap,critical,fullwin_theta
S46,Sess02,MOTOR_EXECUTION,0.9961346070826006,1.0000000000000013,0.9910918123098957,1.0010982896708476,bootstrap,critical,fullwin_theta
S46,Sess02,MOTOR_IMAGERY,0.9985324282686029,1.0000000000000002,0.9928843965381441,1.0048458588977518,bootstrap,critical,fullwin_theta
S46,Sess02,LEFT,0.9943245694511555,1.0,0.9895827319121451,0.9989812358572613,bootstrap,critical,fullwin_theta
S46,Sess02,RIGHT,1.000342465900048,1.0000000000000013,0.9943934769358949,1.0069629127113382,bootstrap,critical,fullwin_theta
S46,Sess02,LEFT_vs_RIGHT,-0.00601789644889239,0.0,-0.017380180799193123,0.004587758921366425,bootstrap,delta,fullwin_theta
S46,Sess02,IMAGERY_vs_EXECUTION,0.0023978211860022913,0.0,-0.008213893132703487,0.013754046587856061,bootstrap,delta,fullwin_theta
S46,Sess02,ME_LEFT_vs_ME_RIGHT,-0.005163267133888372,0.0,-0.015087098717450287,0.004925856004453166,bootstrap,delta,fullwin_theta
S46,Sess02,MI_LEFT_vs_MI_RIGHT,-0.006872525763896187,0.0,-0.019673262880935738,0.004249661838279795,bootstrap,delta,fullwin_theta
