,caudalanteriorcingulate-lh,entorhinal-lh,frontalpole-lh,frontalpole-rh,parsorbitalis-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-rh
caudalanteriorcingulate-lh,0.40540540540540543,0.10810810810810811,0.12612612612612611,0.0,0.018018018018018018,0.0,0.2882882882882883,0.05405405405405406
entorhinal-lh,0.11627906976744186,0.8255813953488372,0.0,0.0,0.0,0.0,0.05813953488372093,0.0
frontalpole-lh,0.08,0.0,0.36,0.26,0.02666666666666667,0.06,0.16666666666666666,0.04666666666666667
frontalpole-rh,0.0,0.007352941176470588,0.27941176470588236,0.47058823529411764,0.051470588235294115,0.051470588235294115,0.1323529411764706,0.007352941176470588
parsorbitalis-lh,0.0,0.0,0.0392156862745098,0.13725490196078433,0.803921568627451,0.0,0.0,0.0196078431372549
rostralanteriorcingulate-lh,0.0,0.0,0.12380952380952381,0.10476190476190476,0.0,0.4095238095238095,0.3333333333333333,0.02857142857142857
rostralanteriorcingulate-rh,0.1641025641025641,0.035897435897435895,0.15897435897435896,0.11282051282051282,0.0,0.15897435897435896,0.36923076923076925,0.0
temporalpole-rh,0.04597701149425287,0.0,0.06896551724137931,0.0,0.05747126436781609,0.08045977011494253,0.0,0.7471264367816092
