,caudalanteriorcingulate-lh,caudalanteriorcingulate-rh,caudalmiddlefrontal-rh,frontalpole-rh,parsorbitalis-rh,posteriorcingulate-lh,temporalpole-lh,temporalpole-rh
caudalanteriorcingulate-lh,0.6900584795321637,0.2222222222222222,0.0,0.0,0.0,0.08771929824561403,0.0,0.0
caudalanteriorcingulate-rh,0.1744186046511628,0.8255813953488372,0.0,0.0,0.0,0.0,0.0,0.0
caudalmiddlefrontal-rh,0.0,0.0,0.8278145695364238,0.0,0.0,0.0,0.17218543046357615,0.0
frontalpole-rh,0.0,0.0,0.0,0.6585365853658537,0.12804878048780488,0.21341463414634146,0.0,0.0
parsorbitalis-rh,0.0,0.0,0.0,0.12432432432432433,0.8162162162162162,0.0,0.0,0.05945945945945946
posteriorcingulate-lh,0.08571428571428572,0.0,0.0,0.18857142857142858,0.0,0.7257142857142858,0.0,0.0
temporalpole-lh,0.0,0.0,0.19736842105263158,0.0,0.0,0.0,0.8026315789473685,0.0
temporalpole-rh,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.92
