,caudalanteriorcingulate-lh,frontalpole-lh,frontalpole-rh,insula-rh,medialorbitofrontal-rh,parahippocampal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
caudalanteriorcingulate-lh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-lh,0.0,0.3923076923076923,0.19230769230769232,0.028205128205128206,0.15384615384615385,0.019658119658119658,0.0811965811965812,0.13247863247863248
frontalpole-rh,0.0,0.13069189828503844,0.3199290360733294,0.09166173861620343,0.12241277350680072,0.0011827321111768185,0.1596688350088705,0.17445298639858073
insula-rh,0.0,0.031705227077977724,0.143101970865467,0.4181662382176521,0.06855184233076264,0.06855184233076264,0.17052270779777207,0.09940017137960583
medialorbitofrontal-rh,0.0,0.15067340067340068,0.18265993265993266,0.0707070707070707,0.40235690235690236,0.010101010101010102,0.08417508417508418,0.09932659932659933
parahippocampal-rh,0.0,0.038135593220338986,0.005649717514124294,0.1285310734463277,0.025423728813559324,0.7909604519774012,0.00423728813559322,0.007062146892655367
rostralanteriorcingulate-lh,0.0,0.07100591715976332,0.20931952662721892,0.14127218934911243,0.06804733727810651,0.0,0.3291420118343195,0.1812130177514793
rostralanteriorcingulate-rh,0.0,0.10463483146067416,0.18679775280898878,0.07654494382022473,0.07162921348314606,0.0049157303370786515,0.15519662921348315,0.4002808988764045
