,frontalpole-lh,frontalpole-rh,lateralorbitofrontal-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,parahippocampal-lh,parsopercularis-rh,rostralanteriorcingulate-rh
frontalpole-lh,0.4591321897073663,0.20686175580222,0.025227043390514632,0.08173562058526741,0.0,0.050454086781029264,0.11200807265388496,0.06458123107971746
frontalpole-rh,0.15694006309148265,0.3643533123028391,0.10015772870662461,0.07097791798107256,0.11987381703470032,0.01892744479495268,0.0859621451104101,0.08280757097791798
lateralorbitofrontal-rh,0.023277467411545624,0.12011173184357542,0.5698324022346368,0.04562383612662942,0.13500931098696461,0.012104283054003724,0.01303538175046555,0.08100558659217877
medialorbitofrontal-lh,0.07023060796645703,0.09329140461215933,0.049266247379454925,0.46540880503144655,0.1111111111111111,0.05660377358490566,0.06708595387840671,0.0870020964360587
medialorbitofrontal-rh,0.0,0.14183123877917414,0.13375224416517056,0.0843806104129264,0.44254937163375224,0.025134649910233394,0.02423698384201077,0.1481149012567325
parahippocampal-lh,0.0547945205479452,0.029887920298879204,0.0136986301369863,0.06724782067247821,0.034869240348692404,0.7347447073474471,0.0,0.0647571606475716
parsopercularis-rh,0.13242574257425743,0.13366336633663367,0.009900990099009901,0.08168316831683169,0.043316831683168314,0.0,0.5841584158415841,0.01485148514851485
rostralanteriorcingulate-rh,0.06700507614213198,0.11269035532994924,0.08223350253807106,0.07614213197969544,0.16446700507614212,0.050761421319796954,0.012182741116751269,0.43451776649746193
