,caudalmiddlefrontal-lh,parsopercularis-lh,postcentral-rh,precentral-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorfrontal-lh,superiortemporal-rh
caudalmiddlefrontal-lh,0.25,0.26136363636363635,0.0,0.0,0.26136363636363635,0.0,0.22727272727272727,0.0
parsopercularis-lh,0.10526315789473684,0.3014354066985646,0.09090909090909091,0.09090909090909091,0.22488038277511962,0.09090909090909091,0.09569377990430622,0.0
postcentral-rh,0.0,0.1111111111111111,0.29411764705882354,0.29411764705882354,0.006535947712418301,0.29411764705882354,0.0,0.0
precentral-rh,0.0,0.1111111111111111,0.29411764705882354,0.29411764705882354,0.006535947712418301,0.29411764705882354,0.0,0.0
rostralmiddlefrontal-lh,0.1506849315068493,0.3287671232876712,0.02054794520547945,0.02054794520547945,0.3219178082191781,0.02054794520547945,0.136986301369863,0.0
rostralmiddlefrontal-rh,0.0,0.1111111111111111,0.29411764705882354,0.29411764705882354,0.006535947712418301,0.29411764705882354,0.0,0.0
superiorfrontal-lh,0.25301204819277107,0.25301204819277107,0.0,0.0,0.25301204819277107,0.0,0.24096385542168675,0.0
superiortemporal-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
