,frontalpole-rh,insula-rh,lateraloccipital-lh,lateralorbitofrontal-rh,parsopercularis-rh,parstriangularis-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
frontalpole-rh,0.23076923076923078,0.16153846153846155,0.07692307692307693,0.05384615384615385,0.0,0.18461538461538463,0.11538461538461539,0.17692307692307693
insula-rh,0.1111111111111111,0.2074074074074074,0.17037037037037037,0.14814814814814814,0.02962962962962963,0.1111111111111111,0.08888888888888889,0.13333333333333333
lateraloccipital-lh,0.05084745762711865,0.16101694915254236,0.2796610169491525,0.2288135593220339,0.09322033898305085,0.05084745762711865,0.05084745762711865,0.0847457627118644
lateralorbitofrontal-rh,0.02912621359223301,0.13592233009708737,0.21359223300970873,0.33980582524271846,0.17475728155339806,0.02912621359223301,0.02912621359223301,0.04854368932038835
parsopercularis-rh,0.0,0.02,0.1,0.24,0.64,0.0,0.0,0.0
parstriangularis-rh,0.15723270440251572,0.13836477987421383,0.07547169811320754,0.0440251572327044,0.0,0.2389937106918239,0.1069182389937107,0.2389937106918239
rostralanteriorcingulate-lh,0.1044776119402985,0.11940298507462686,0.07462686567164178,0.05223880597014925,0.0,0.11194029850746269,0.417910447761194,0.11940298507462686
rostralanteriorcingulate-rh,0.13855421686746988,0.1566265060240964,0.0963855421686747,0.06626506024096386,0.0,0.18674698795180722,0.10240963855421686,0.25301204819277107
