subject,session,condition,sigma_ratio,sigma_eig,ci_low,ci_high,ci_method,state,window
S22,Sess01,MOTOR_EXECUTION-LEFT,0.9826573414455511,1.0000000000000036,0.9376432462603028,1.0303778358251467,bootstrap,critical,fullwin_broadband
S22,Sess01,MOTOR_EXECUTION-RIGHT,1.0116878172845,1.0000000000000018,0.9802096910487624,1.0438956792717595,bootstrap,critical,fullwin_broadband
S22,Sess01,MOTOR_IMAGERY-LEFT,0.9752039292544796,1.0000000000000013,0.9250576985559494,1.0256107036954962,bootstrap,critical,fullwin_broadband
S22,Sess01,MOTOR_IMAGERY-RIGHT,0.9983639627452072,1.0000000000000009,0.944253727385018,1.0655154971692282,bootstrap,critical,fullwin_broadband
S22,Sess01,MOTOR_EXECUTION,0.9971725793650256,1.0000000000000027,0.9589264686545327,1.0371367575484531,bootstrap,critical,fullwin_broadband
S22,Sess01,MOTOR_IMAGERY,0.9867839459998434,1.000000000000001,0.9346557129704838,1.0455631004323622,bootstrap,critical,fullwin_broadband
S22,Sess01,LEFT,0.9789306353500153,1.0000000000000024,0.9313504724081261,1.0279942697603215,bootstrap,critical,fullwin_broadband
S22,Sess01,RIGHT,1.0050258900148537,1.0000000000000013,0.9622317092168902,1.0547055882204939,bootstrap,critical,fullwin_broadband
S22,Sess01,LEFT_vs_RIGHT,-0.026095254664838308,0.0,-0.1233551158123678,0.06576256054343133,bootstrap,delta,fullwin_broadband
S22,Sess01,IMAGERY_vs_EXECUTION,-0.010388633365182143,0.0,-0.10248104457796936,0.08663663177782954,bootstrap,delta,fullwin_broadband
S22,Sess01,ME_LEFT_vs_ME_RIGHT,-0.02903047583894902,0.0,-0.1062524330114567,0.050168144776384316,bootstrap,delta,fullwin_broadband
S22,Sess01,MI_LEFT_vs_MI_RIGHT,-0.023160033490727594,0.0,-0.14045779861327878,0.08135697631047822,bootstrap,delta,fullwin_broadband
