,caudalmiddlefrontal-rh,parstriangularis-rh,precentral-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-rh
caudalmiddlefrontal-rh,0.45714285714285713,0.0,0.13333333333333333,0.1619047619047619,0.24761904761904763,0.0,0.0,0.0
parstriangularis-rh,0.0,0.6226415094339622,0.0,0.33962264150943394,0.0,0.018867924528301886,0.0,0.018867924528301886
precentral-rh,0.1348314606741573,0.0,0.4044943820224719,0.0898876404494382,0.3707865168539326,0.0,0.0,0.0
rostralmiddlefrontal-lh,0.16379310344827586,0.15517241379310345,0.08620689655172414,0.4051724137931034,0.1896551724137931,0.0,0.0,0.0
rostralmiddlefrontal-rh,0.17333333333333334,0.0,0.23333333333333334,0.15333333333333332,0.44,0.0,0.0,0.0
superiortemporal-lh,0.0,0.0,0.0,0.0,0.0,0.9523809523809523,0.0,0.047619047619047616
superiortemporal-rh,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5
supramarginal-rh,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333
