,Fp1,FT9,Cz,F8,Fp2,AF7,AF8,FCz
Fp1,0.4444444444444444,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.3111111111111111,0.0,0.3333333333333333,0.0,0.0,0.0,0.35555555555555557
Cz,0.25,0.0,0.75,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.23636363636363636,0.0,0.36363636363636365,0.0,0.0,0.0,0.4
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FCz,0.0,0.21875,0.0,0.34375,0.0,0.0,0.0,0.4375
