,caudalanteriorcingulate-lh,frontalpole-lh,frontalpole-rh,inferiortemporal-rh,insula-rh,lateralorbitofrontal-rh,parahippocampal-rh,parsorbitalis-rh
caudalanteriorcingulate-lh,0.35570469798657717,0.0,0.0,0.3087248322147651,0.1342281879194631,0.0,0.20134228187919462,0.0
frontalpole-lh,0.0,0.49767441860465117,0.0,0.0,0.0,0.18604651162790697,0.0,0.31627906976744186
frontalpole-rh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
inferiortemporal-rh,0.19298245614035087,0.0,0.0,0.32456140350877194,0.21929824561403508,0.0,0.2631578947368421,0.0
insula-rh,0.10526315789473684,0.0,0.0,0.2807017543859649,0.30409356725146197,0.0,0.30994152046783624,0.0
lateralorbitofrontal-rh,0.0,0.2857142857142857,0.0,0.0,0.0,0.39849624060150374,0.0,0.3157894736842105
parahippocampal-rh,0.12903225806451613,0.0,0.0,0.2672811059907834,0.24423963133640553,0.0,0.35944700460829493,0.0
parsorbitalis-rh,0.0,0.36666666666666664,0.0,0.0,0.0,0.24444444444444444,0.0,0.3888888888888889
