,caudalanteriorcingulate-lh,frontalpole-rh,lateralorbitofrontal-lh,medialorbitofrontal-lh,parahippocampal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,transversetemporal-rh
caudalanteriorcingulate-lh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.6982758620689655,0.0,0.0,0.3017241379310345,0.0,0.0,0.0
lateralorbitofrontal-lh,0.0,0.0,0.576271186440678,0.0,0.0,0.423728813559322,0.0,0.0
medialorbitofrontal-lh,0.0,0.0,0.0,0.6554307116104869,0.3445692883895131,0.0,0.0,0.0
parahippocampal-rh,0.0,0.11743772241992882,0.0,0.33451957295373663,0.5480427046263345,0.0,0.0,0.0
rostralanteriorcingulate-lh,0.0,0.0,0.3411371237458194,0.0,0.0,0.6588628762541806,0.0,0.0
rostralanteriorcingulate-rh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
transversetemporal-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
