,caudalmiddlefrontal-rh,parsopercularis-lh,superiorfrontal-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-rh,supramarginal-lh,supramarginal-rh
caudalmiddlefrontal-rh,0.3235294117647059,0.08823529411764706,0.23529411764705882,0.11764705882352941,0.14705882352941177,0.0,0.08823529411764706,0.0
parsopercularis-lh,0.06451612903225806,0.3225806451612903,0.16129032258064516,0.12903225806451613,0.06451612903225806,0.0,0.22580645161290322,0.03225806451612903
superiorfrontal-rh,0.19047619047619047,0.16666666666666666,0.23809523809523808,0.11904761904761904,0.11904761904761904,0.0,0.14285714285714285,0.023809523809523808
superiorparietal-lh,0.13333333333333333,0.16666666666666666,0.23333333333333334,0.16666666666666666,0.13333333333333333,0.0,0.16666666666666666,0.0
superiorparietal-rh,0.21428571428571427,0.10714285714285714,0.25,0.14285714285714285,0.17857142857142858,0.0,0.10714285714285714,0.0
superiortemporal-rh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
supramarginal-lh,0.11764705882352941,0.23529411764705882,0.17647058823529413,0.14705882352941177,0.08823529411764706,0.0,0.20588235294117646,0.029411764705882353
supramarginal-rh,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
