,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,inferiorparietal-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorfrontal-lh,superiorfrontal-rh,superiortemporal-rh
caudalmiddlefrontal-lh,0.422680412371134,0.020618556701030927,0.12371134020618557,0.0,0.0,0.24742268041237114,0.0,0.18556701030927836
caudalmiddlefrontal-rh,0.057692307692307696,0.5192307692307693,0.25,0.0,0.0,0.057692307692307696,0.0,0.11538461538461539
inferiorparietal-rh,0.12345679012345678,0.13580246913580246,0.5308641975308642,0.0,0.0,0.1111111111111111,0.0,0.09876543209876543
rostralmiddlefrontal-lh,0.0,0.0,0.0,0.6666666666666666,0.28205128205128205,0.0,0.05128205128205128,0.0
rostralmiddlefrontal-rh,0.0,0.016129032258064516,0.0,0.20967741935483872,0.6935483870967742,0.0,0.08064516129032258,0.0
superiorfrontal-lh,0.2911392405063291,0.0379746835443038,0.13924050632911392,0.0,0.0,0.3291139240506329,0.0,0.20253164556962025
superiorfrontal-rh,0.0,0.0,0.0,0.2,0.3,0.0,0.5,0.0
superiortemporal-rh,0.25,0.07894736842105263,0.15789473684210525,0.0,0.0,0.25,0.0,0.2631578947368421
