,caudalanteriorcingulate-lh,frontalpole-rh,insula-lh,insula-rh,lateralorbitofrontal-rh,medialorbitofrontal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
caudalanteriorcingulate-lh,0.17054263565891473,0.10723514211886305,0.1421188630490956,0.10594315245478036,0.15503875968992248,0.11369509043927649,0.10465116279069768,0.10077519379844961
frontalpole-rh,0.1259600614439324,0.1259600614439324,0.1259600614439324,0.1259600614439324,0.1259600614439324,0.1259600614439324,0.12442396313364056,0.11981566820276497
insula-lh,0.14749661705006767,0.11231393775372124,0.14749661705006767,0.11096075778078485,0.14749661705006767,0.11907983761840325,0.10960757780784844,0.10554803788903924
insula-rh,0.12558139534883722,0.12558139534883722,0.12558139534883722,0.12558139534883722,0.12558139534883722,0.12558139534883722,0.12558139534883722,0.12093023255813953
lateralorbitofrontal-rh,0.15657894736842104,0.10921052631578948,0.14473684210526316,0.10789473684210527,0.15657894736842104,0.11578947368421053,0.10657894736842105,0.10263157894736842
medialorbitofrontal-rh,0.12946428571428573,0.12351190476190477,0.12946428571428573,0.12202380952380952,0.12946428571428573,0.12946428571428573,0.12053571428571429,0.11607142857142858
rostralanteriorcingulate-lh,0.12539184952978055,0.12539184952978055,0.12539184952978055,0.12539184952978055,0.12539184952978055,0.12539184952978055,0.12539184952978055,0.12225705329153605
rostralanteriorcingulate-rh,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
