,caudalmiddlefrontal-rh,inferiorparietal-rh,parsopercularis-lh,rostralmiddlefrontal-lh,superiorfrontal-lh,superiorparietal-lh,superiorparietal-rh,superiortemporal-lh
caudalmiddlefrontal-rh,0.7,0.0,0.0,0.0,0.02,0.12,0.16,0.0
inferiorparietal-rh,0.0,0.26666666666666666,0.0,0.0,0.2,0.3333333333333333,0.13333333333333333,0.06666666666666667
parsopercularis-lh,0.0,0.0,0.38144329896907214,0.36082474226804123,0.0,0.0,0.0,0.25773195876288657
rostralmiddlefrontal-lh,0.0,0.0,0.3711340206185567,0.36082474226804123,0.0,0.0,0.0,0.26804123711340205
superiorfrontal-lh,0.0,0.1,0.0,0.0,0.6,0.1,0.2,0.0
superiorparietal-lh,0.13636363636363635,0.11363636363636363,0.0,0.0,0.045454545454545456,0.4318181818181818,0.13636363636363635,0.13636363636363635
superiorparietal-rh,0.18181818181818182,0.030303030303030304,0.0,0.0,0.12121212121212122,0.12121212121212122,0.5454545454545454,0.0
superiortemporal-lh,0.0,0.0,0.28421052631578947,0.28421052631578947,0.0,0.07368421052631578,0.0,0.35789473684210527
