,cuneus-lh,entorhinal-lh,frontalpole-lh,frontalpole-rh,medialorbitofrontal-lh,pericalcarine-lh,rostralanteriorcingulate-lh,temporalpole-lh
cuneus-lh,0.6829268292682927,0.0,0.0,0.0,0.0,0.3170731707317073,0.0,0.0
entorhinal-lh,0.0,0.6382978723404256,0.0,0.1702127659574468,0.19148936170212766,0.0,0.0,0.0
frontalpole-lh,0.0,0.0,0.5392156862745098,0.17647058823529413,0.09803921568627451,0.0,0.16666666666666666,0.0196078431372549
frontalpole-rh,0.0,0.06382978723404255,0.20212765957446807,0.5106382978723404,0.031914893617021274,0.0,0.0851063829787234,0.10638297872340426
medialorbitofrontal-lh,0.0,0.08461538461538462,0.046153846153846156,0.05384615384615385,0.43846153846153846,0.0,0.2230769230769231,0.15384615384615385
pericalcarine-lh,0.41304347826086957,0.0,0.0,0.0,0.0,0.5869565217391305,0.0,0.0
rostralanteriorcingulate-lh,0.0,0.0,0.1282051282051282,0.03418803418803419,0.24786324786324787,0.0,0.4444444444444444,0.1452991452991453
temporalpole-lh,0.0,0.02608695652173913,0.043478260869565216,0.12173913043478261,0.19130434782608696,0.0,0.10434782608695652,0.5130434782608696
