,frontalpole-rh,fusiform-rh,inferiorparietal-lh,inferiortemporal-rh,middletemporal-rh,parahippocampal-rh,rostralanteriorcingulate-rh,transversetemporal-rh
frontalpole-rh,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0
fusiform-rh,0.0,0.5294117647058824,0.0,0.023529411764705882,0.08235294117647059,0.2823529411764706,0.0,0.08235294117647059
inferiorparietal-lh,0.023809523809523808,0.0,0.9761904761904762,0.0,0.0,0.0,0.0,0.0
inferiortemporal-rh,0.0,0.09090909090909091,0.0,0.3939393939393939,0.3181818181818182,0.0,0.0,0.19696969696969696
middletemporal-rh,0.0,0.11578947368421053,0.0,0.15789473684210525,0.5052631578947369,0.05263157894736842,0.0,0.16842105263157894
parahippocampal-rh,0.0,0.32,0.0,0.0,0.02,0.66,0.0,0.0
rostralanteriorcingulate-rh,0.037037037037037035,0.0,0.018518518518518517,0.0,0.0,0.0,0.9444444444444444,0.0
transversetemporal-rh,0.0,0.043478260869565216,0.0,0.16304347826086957,0.25,0.0,0.0,0.5434782608695652
