,inferiorparietal-rh,parsopercularis-lh,parstriangularis-rh,rostralmiddlefrontal-rh,superiorfrontal-rh,superiortemporal-lh,supramarginal-lh,supramarginal-rh
inferiorparietal-rh,0.38461538461538464,0.0,0.0,0.0,0.46153846153846156,0.0,0.15384615384615385,0.0
parsopercularis-lh,0.0,0.5333333333333333,0.0,0.0,0.0,0.4666666666666667,0.0,0.0
parstriangularis-rh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
rostralmiddlefrontal-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
superiorfrontal-rh,0.35714285714285715,0.0,0.07142857142857142,0.0,0.42857142857142855,0.0,0.14285714285714285,0.0
superiortemporal-lh,0.0,0.5384615384615384,0.0,0.0,0.0,0.46153846153846156,0.0,0.0
supramarginal-lh,0.3076923076923077,0.0,0.0,0.0,0.3076923076923077,0.0,0.38461538461538464,0.0
supramarginal-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
