,cuneus-lh,frontalpole-rh,insula-rh,lateralorbitofrontal-rh,pericalcarine-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,superiorparietal-lh
cuneus-lh,0.5882352941176471,0.0,0.0,0.0,0.29411764705882354,0.11764705882352941,0.0,0.0
frontalpole-rh,0.0,0.4166666666666667,0.20833333333333334,0.20833333333333334,0.0,0.0,0.16666666666666666,0.0
insula-rh,0.0,0.3,0.7,0.0,0.0,0.0,0.0,0.0
lateralorbitofrontal-rh,0.0,0.14285714285714285,0.0,0.39285714285714285,0.0,0.21428571428571427,0.25,0.0
pericalcarine-lh,0.15789473684210525,0.0,0.0,0.0,0.631578947368421,0.0,0.0,0.21052631578947367
rostralanteriorcingulate-lh,0.0,0.0,0.0,0.3076923076923077,0.0,0.6153846153846154,0.07692307692307693,0.0
rostralanteriorcingulate-rh,0.0,0.16666666666666666,0.0,0.36666666666666664,0.0,0.1,0.36666666666666664,0.0
superiorparietal-lh,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.75
