,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,parsopercularis-lh,parstriangularis-rh,postcentral-rh,superiorfrontal-lh,superiorparietal-rh,supramarginal-rh
caudalmiddlefrontal-lh,0.41379310344827586,0.0,0.034482758620689655,0.0,0.10344827586206896,0.3103448275862069,0.0,0.13793103448275862
caudalmiddlefrontal-rh,0.0,0.421875,0.0,0.0,0.21875,0.0,0.171875,0.1875
parsopercularis-lh,0.021739130434782608,0.0,0.8043478260869565,0.15217391304347827,0.0,0.021739130434782608,0.0,0.0
parstriangularis-rh,0.0,0.0,0.2916666666666667,0.7083333333333334,0.0,0.0,0.0,0.0
postcentral-rh,0.07042253521126761,0.19718309859154928,0.0,0.0,0.2535211267605634,0.08450704225352113,0.15492957746478872,0.23943661971830985
superiorfrontal-lh,0.28125,0.0,0.03125,0.0,0.15625,0.34375,0.0,0.1875
superiorparietal-rh,0.0,0.1348314606741573,0.0,0.0,0.12359550561797752,0.0,0.39325842696629215,0.34831460674157305
supramarginal-rh,0.05555555555555555,0.1111111111111111,0.0,0.0,0.14814814814814814,0.05555555555555555,0.2962962962962963,0.3333333333333333
