,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,parsopercularis-lh,parstriangularis-rh,postcentral-rh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-lh,0.52,0.24,0.0,0.0,0.24,0.0,0.0,0.0
caudalmiddlefrontal-rh,0.05982905982905983,0.29914529914529914,0.05982905982905983,0.05982905982905983,0.13675213675213677,0.23076923076923078,0.1452991452991453,0.008547008547008548
parsopercularis-lh,0.011363636363636364,0.11363636363636363,0.5340909090909091,0.09090909090909091,0.011363636363636364,0.11363636363636363,0.125,0.0
parstriangularis-rh,0.0,0.12,0.16,0.48,0.06666666666666667,0.13333333333333333,0.013333333333333334,0.02666666666666667
postcentral-rh,0.12727272727272726,0.3090909090909091,0.0,0.05454545454545454,0.2909090909090909,0.16363636363636364,0.01818181818181818,0.03636363636363636
superiorparietal-rh,0.0,0.25688073394495414,0.07339449541284404,0.06422018348623854,0.10091743119266056,0.3119266055045872,0.1743119266055046,0.01834862385321101
superiortemporal-lh,0.0,0.1797752808988764,0.10112359550561797,0.0,0.011235955056179775,0.23595505617977527,0.4606741573033708,0.011235955056179775
superiortemporal-rh,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.7142857142857143
