,caudalmiddlefrontal-rh,entorhinal-lh,frontalpole-lh,frontalpole-rh,paracentral-rh,postcentral-rh,posteriorcingulate-lh,rostralanteriorcingulate-rh
caudalmiddlefrontal-rh,0.23728813559322035,0.0,0.211864406779661,0.1864406779661017,0.1271186440677966,0.0,0.0,0.23728813559322035
entorhinal-lh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-lh,0.21951219512195122,0.0,0.22764227642276422,0.2032520325203252,0.12195121951219512,0.0,0.0,0.22764227642276422
frontalpole-rh,0.2,0.0,0.225,0.24166666666666667,0.125,0.0,0.0,0.20833333333333334
paracentral-rh,0.20270270270270271,0.0,0.20270270270270271,0.20270270270270271,0.1891891891891892,0.0,0.0,0.20270270270270271
postcentral-rh,0.0,0.0,0.0,0.0,0.0,0.75,0.25,0.0
posteriorcingulate-lh,0.0,0.0,0.0,0.0,0.0,0.35714285714285715,0.6428571428571429,0.0
rostralanteriorcingulate-rh,0.23770491803278687,0.0,0.21311475409836064,0.1885245901639344,0.12295081967213115,0.0,0.0,0.23770491803278687
