,entorhinal-rh,inferiortemporal-rh,lateraloccipital-lh,lateralorbitofrontal-rh,medialorbitofrontal-rh,parsopercularis-rh,pericalcarine-lh,temporalpole-rh
entorhinal-rh,0.5233644859813084,0.37383177570093457,0.0,0.0,0.08411214953271028,0.0,0.018691588785046728,0.0
inferiortemporal-rh,0.27906976744186046,0.4418604651162791,0.0,0.007751937984496124,0.06976744186046512,0.0,0.05426356589147287,0.14728682170542637
lateraloccipital-lh,0.0,0.0,0.6376811594202898,0.15942028985507245,0.0,0.0,0.2028985507246377,0.0
lateralorbitofrontal-rh,0.010638297872340425,0.0,0.09574468085106383,0.6170212765957447,0.05319148936170213,0.19148936170212766,0.0,0.031914893617021274
medialorbitofrontal-rh,0.08974358974358974,0.1282051282051282,0.0,0.038461538461538464,0.6794871794871795,0.02564102564102564,0.0,0.038461538461538464
parsopercularis-rh,0.0,0.0,0.0,0.18,0.06,0.76,0.0,0.0
pericalcarine-lh,0.0,0.0547945205479452,0.2465753424657534,0.0,0.0,0.0,0.5753424657534246,0.1232876712328767
temporalpole-rh,0.0,0.1504424778761062,0.0,0.061946902654867256,0.0,0.008849557522123894,0.09734513274336283,0.6814159292035398
