,bankssts-lh,frontalpole-lh,frontalpole-rh,parahippocampal-rh,parsorbitalis-rh,parstriangularis-rh,rostralanteriorcingulate-rh,temporalpole-lh
bankssts-lh,0.6332046332046332,0.0,0.011583011583011582,0.14671814671814673,0.07335907335907337,0.13513513513513514,0.0,0.0
frontalpole-lh,0.0,0.6644736842105263,0.10197368421052631,0.0,0.02631578947368421,0.0,0.17105263157894737,0.03618421052631579
frontalpole-rh,0.027707808564231738,0.09319899244332494,0.6397984886649875,0.020151133501259445,0.08060453400503778,0.037783375314861464,0.10075566750629723,0.0
parahippocampal-rh,0.13675213675213677,0.0,0.01282051282051282,0.6923076923076923,0.042735042735042736,0.05128205128205128,0.0,0.0641025641025641
parsorbitalis-rh,0.07336956521739131,0.010869565217391304,0.08423913043478261,0.05434782608695652,0.6385869565217391,0.12771739130434784,0.005434782608695652,0.005434782608695652
parstriangularis-rh,0.11929824561403508,0.0,0.042105263157894736,0.056140350877192984,0.16842105263157894,0.6140350877192983,0.0,0.0
rostralanteriorcingulate-rh,0.0,0.18146718146718147,0.1891891891891892,0.0,0.019305019305019305,0.0,0.555984555984556,0.05405405405405406
temporalpole-lh,0.0,0.026515151515151516,0.0,0.03787878787878788,0.015151515151515152,0.0,0.06818181818181818,0.8522727272727273
