,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,postcentral-rh,precentral-lh,precentral-rh,rostralmiddlefrontal-lh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-lh,0.12666666666666668,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.11333333333333333,0.1,0.12666666666666668
caudalmiddlefrontal-rh,0.11976047904191617,0.1377245508982036,0.1437125748502994,0.1437125748502994,0.1437125748502994,0.10179640718562874,0.08982035928143713,0.11976047904191617
postcentral-rh,0.11764705882352941,0.13529411764705881,0.14705882352941177,0.1411764705882353,0.15294117647058825,0.1,0.08823529411764706,0.11764705882352941
precentral-lh,0.11560693641618497,0.13872832369942195,0.15028901734104047,0.14450867052023122,0.15028901734104047,0.09826589595375723,0.08670520231213873,0.11560693641618497
precentral-rh,0.11494252873563218,0.13793103448275862,0.14942528735632185,0.14367816091954022,0.15517241379310345,0.09770114942528736,0.08620689655172414,0.11494252873563218
rostralmiddlefrontal-lh,0.12686567164179105,0.12686567164179105,0.12686567164179105,0.12686567164179105,0.12686567164179105,0.1417910447761194,0.09701492537313433,0.12686567164179105
superiortemporal-lh,0.12605042016806722,0.12605042016806722,0.12605042016806722,0.12605042016806722,0.12605042016806722,0.12605042016806722,0.11764705882352941,0.12605042016806722
superiortemporal-rh,0.1165644171779141,0.12269938650306748,0.12269938650306748,0.12269938650306748,0.12269938650306748,0.10429447852760736,0.09202453987730061,0.19631901840490798
