,caudalmiddlefrontal-lh,parsopercularis-lh,postcentral-lh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh
caudalmiddlefrontal-lh,0.2962962962962963,0.2345679012345679,0.2345679012345679,0.2345679012345679,0.0,0.0,0.0,0.0
parsopercularis-lh,0.17592592592592593,0.24074074074074073,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0
postcentral-lh,0.24050632911392406,0.22784810126582278,0.3037974683544304,0.22784810126582278,0.0,0.0,0.0,0.0
rostralmiddlefrontal-lh,0.2602739726027397,0.2465753424657534,0.2465753424657534,0.2465753424657534,0.0,0.0,0.0,0.0
rostralmiddlefrontal-rh,0.0,0.20930232558139536,0.0,0.0,0.2558139534883721,0.27906976744186046,0.2558139534883721,0.0
superiortemporal-lh,0.0,0.2,0.0,0.0,0.26666666666666666,0.28888888888888886,0.24444444444444444,0.0
superiortemporal-rh,0.0,0.20512820512820512,0.0,0.0,0.2564102564102564,0.28205128205128205,0.2564102564102564,0.0
supramarginal-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
