,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,inferiorparietal-rh,parstriangularis-rh,postcentral-rh,rostralmiddlefrontal-lh,superiorparietal-rh,superiortemporal-rh
caudalmiddlefrontal-lh,0.35398230088495575,0.061946902654867256,0.04424778761061947,0.1504424778761062,0.08849557522123894,0.12389380530973451,0.05309734513274336,0.12389380530973451
caudalmiddlefrontal-rh,0.09649122807017543,0.19298245614035087,0.15789473684210525,0.07017543859649122,0.14035087719298245,0.08771929824561403,0.11403508771929824,0.14035087719298245
inferiorparietal-rh,0.09375,0.1875,0.19791666666666666,0.0625,0.125,0.08333333333333333,0.11458333333333333,0.13541666666666666
parstriangularis-rh,0.17647058823529413,0.058823529411764705,0.029411764705882353,0.35294117647058826,0.10294117647058823,0.19117647058823528,0.014705882352941176,0.07352941176470588
postcentral-rh,0.1111111111111111,0.12037037037037036,0.09259259259259259,0.09259259259259259,0.2037037037037037,0.12037037037037036,0.08333333333333333,0.17592592592592593
rostralmiddlefrontal-lh,0.16666666666666666,0.08333333333333333,0.05555555555555555,0.19444444444444445,0.125,0.25,0.027777777777777776,0.09722222222222222
superiorparietal-rh,0.11320754716981132,0.14150943396226415,0.12264150943396226,0.03773584905660377,0.12264150943396226,0.05660377358490566,0.2830188679245283,0.12264150943396226
superiortemporal-rh,0.16260162601626016,0.10569105691056911,0.08943089430894309,0.08130081300813008,0.14634146341463414,0.10569105691056911,0.07317073170731707,0.23577235772357724
