,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,inferiorparietal-rh,parstriangularis-rh,postcentral-rh,rostralmiddlefrontal-lh,superiorparietal-rh,superiortemporal-rh
caudalmiddlefrontal-lh,0.15,0.125,0.1,0.125,0.15,0.125,0.075,0.15
caudalmiddlefrontal-rh,0.12962962962962962,0.14814814814814814,0.1111111111111111,0.09259259259259259,0.16666666666666666,0.07407407407407407,0.1111111111111111,0.16666666666666666
inferiorparietal-rh,0.15,0.15,0.125,0.1,0.15,0.075,0.1,0.15
parstriangularis-rh,0.14814814814814814,0.1111111111111111,0.07407407407407407,0.14814814814814814,0.14814814814814814,0.18518518518518517,0.037037037037037035,0.14814814814814814
postcentral-rh,0.12727272727272726,0.14545454545454545,0.10909090909090909,0.09090909090909091,0.16363636363636364,0.09090909090909091,0.10909090909090909,0.16363636363636364
rostralmiddlefrontal-lh,0.13636363636363635,0.09090909090909091,0.045454545454545456,0.13636363636363635,0.13636363636363635,0.3181818181818182,0.0,0.13636363636363635
superiorparietal-rh,0.10416666666666667,0.16666666666666666,0.125,0.0625,0.16666666666666666,0.041666666666666664,0.1875,0.14583333333333334
superiortemporal-rh,0.13725490196078433,0.13725490196078433,0.11764705882352941,0.09803921568627451,0.1568627450980392,0.09803921568627451,0.09803921568627451,0.1568627450980392
