,caudalmiddlefrontal-lh,parsopercularis-lh,precentral-rh,rostralmiddlefrontal-lh,superiorfrontal-rh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-lh,0.13636363636363635,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.0,0.0,0.18181818181818182,0.13636363636363635
parsopercularis-lh,0.07547169811320754,0.22641509433962265,0.16981132075471697,0.1509433962264151,0.03773584905660377,0.0,0.18867924528301888,0.1509433962264151
precentral-rh,0.04819277108433735,0.13253012048192772,0.21686746987951808,0.060240963855421686,0.08433734939759036,0.03614457831325301,0.2289156626506024,0.1927710843373494
rostralmiddlefrontal-lh,0.08,0.28,0.12,0.28,0.0,0.0,0.16,0.08
superiorfrontal-rh,0.0,0.11428571428571428,0.22857142857142856,0.0,0.2,0.0,0.22857142857142856,0.22857142857142856
superiorparietal-rh,0.07142857142857142,0.14285714285714285,0.21428571428571427,0.0,0.0,0.14285714285714285,0.21428571428571427,0.21428571428571427
superiortemporal-lh,0.05063291139240506,0.1518987341772152,0.20253164556962025,0.0759493670886076,0.0759493670886076,0.0379746835443038,0.21518987341772153,0.189873417721519
superiortemporal-rh,0.05714285714285714,0.14285714285714285,0.21428571428571427,0.05714285714285714,0.08571428571428572,0.02857142857142857,0.21428571428571427,0.2
