,FT9,P3,TP10,F8,Fp2,AF7,AF3,AF8
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.44271844660194176,0.0,0.0,0.287378640776699,0.26990291262135924
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF3,0.0,0.0,0.0,0.35406698564593303,0.0,0.0,0.35167464114832536,0.2942583732057416
AF8,0.0,0.0,0.0,0.30786516853932583,0.0,0.0,0.27191011235955054,0.4202247191011236
