,Fp1,TP9,FT10,Fp2,AF7,AF3,AFz,AF8
Fp1,0.42105263157894735,0.0,0.0,0.34962406015037595,0.0,0.0,0.22932330827067668,0.0
TP9,0.0,0.4115702479338843,0.371900826446281,0.0,0.0,0.0,0.0,0.21652892561983472
FT10,0.0,0.37152209492635024,0.3960720130932897,0.0,0.0,0.0,0.0,0.23240589198036007
Fp2,0.25925925925925924,0.0,0.0,0.4415954415954416,0.0,0.0,0.1737891737891738,0.12535612535612536
AF7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
AF3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
AFz,0.2260536398467433,0.0,0.0,0.2260536398467433,0.0,0.0038314176245210726,0.5440613026819924,0.0
AF8,0.0,0.21348314606741572,0.22792937399678972,0.0738362760834671,0.0,0.0,0.0,0.48475120385232745
