,frontalpole-lh,frontalpole-rh,medialorbitofrontal-lh,parahippocampal-lh,parahippocampal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-rh
frontalpole-lh,0.52834008097166,0.19230769230769232,0.0951417004048583,0.0,0.01417004048582996,0.08906882591093117,0.05668016194331984,0.024291497975708502
frontalpole-rh,0.16917922948073702,0.4338358458961474,0.09882747068676717,0.03015075376884422,0.005025125628140704,0.09212730318257957,0.10720268006700168,0.06365159128978225
medialorbitofrontal-lh,0.06896551724137931,0.11896551724137931,0.43103448275862066,0.04655172413793104,0.0,0.16724137931034483,0.12758620689655173,0.039655172413793106
parahippocampal-lh,0.0,0.03768115942028986,0.05507246376811594,0.5420289855072464,0.1391304347826087,0.08985507246376812,0.0927536231884058,0.043478260869565216
parahippocampal-rh,0.039285714285714285,0.007142857142857143,0.007142857142857143,0.17857142857142858,0.7464285714285714,0.007142857142857143,0.0,0.014285714285714285
rostralanteriorcingulate-lh,0.0854368932038835,0.09902912621359224,0.18446601941747573,0.07378640776699029,0.005825242718446602,0.36893203883495146,0.12815533980582525,0.05436893203883495
rostralanteriorcingulate-rh,0.06387225548902195,0.12375249500998003,0.1277445109780439,0.07385229540918163,0.0,0.10978043912175649,0.42115768463073855,0.07984031936127745
temporalpole-rh,0.010443864229765013,0.0783289817232376,0.06005221932114883,0.044386422976501305,0.005221932114882507,0.07049608355091384,0.10704960835509138,0.6240208877284595
