,frontalpole-lh,frontalpole-rh,medialorbitofrontal-lh,parahippocampal-rh,parsorbitalis-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-rh
frontalpole-lh,0.4539249146757679,0.14675767918088736,0.05460750853242321,0.0017064846416382253,0.052901023890784986,0.12116040955631399,0.11433447098976109,0.05460750853242321
frontalpole-rh,0.12944523470839261,0.3684210526315789,0.07539118065433854,0.034139402560455195,0.09815078236130868,0.14366998577524892,0.10526315789473684,0.04551920341394026
medialorbitofrontal-lh,0.1074561403508772,0.1337719298245614,0.34868421052631576,0.0,0.006578947368421052,0.25219298245614036,0.06140350877192982,0.08991228070175439
parahippocampal-rh,0.0,0.05734767025089606,0.014336917562724014,0.5627240143369175,0.22580645161290322,0.04659498207885305,0.07168458781362007,0.021505376344086023
parsorbitalis-rh,0.04609218436873747,0.12224448897795591,0.002004008016032064,0.13226452905811623,0.6172344689378757,0.036072144288577156,0.04008016032064128,0.004008016032064128
rostralanteriorcingulate-lh,0.11934156378600823,0.16323731138545952,0.16049382716049382,0.012345679012345678,0.03429355281207133,0.29766803840877915,0.12345679012345678,0.08916323731138547
rostralanteriorcingulate-rh,0.10944527736131934,0.136431784107946,0.06446776611694154,0.03298350824587706,0.03298350824587706,0.17841079460269865,0.3343328335832084,0.11094452773613193
temporalpole-rh,0.08977035490605428,0.0709812108559499,0.08977035490605428,0.025052192066805846,0.020876826722338204,0.14613778705636743,0.15866388308977036,0.3987473903966597
