,caudalmiddlefrontal-lh,parsopercularis-lh,postcentral-rh,precentral-lh,rostralmiddlefrontal-lh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-lh,0.4262295081967213,0.08196721311475409,0.03278688524590164,0.03278688524590164,0.03278688524590164,0.03278688524590164,0.16393442622950818,0.19672131147540983
parsopercularis-lh,0.07692307692307693,0.48717948717948717,0.0,0.0,0.28205128205128205,0.0,0.07692307692307693,0.07692307692307693
postcentral-rh,0.00980392156862745,0.0,0.23529411764705882,0.20588235294117646,0.049019607843137254,0.20588235294117646,0.1568627450980392,0.13725490196078433
precentral-lh,0.010309278350515464,0.0,0.21649484536082475,0.2268041237113402,0.05154639175257732,0.17525773195876287,0.17525773195876287,0.14432989690721648
rostralmiddlefrontal-lh,0.0125,0.275,0.075,0.075,0.3375,0.075,0.075,0.075
superiorparietal-rh,0.011235955056179775,0.0,0.2247191011235955,0.1797752808988764,0.056179775280898875,0.24719101123595505,0.12359550561797752,0.15730337078651685
superiortemporal-lh,0.1,0.045454545454545456,0.14545454545454545,0.16363636363636364,0.045454545454545456,0.10909090909090909,0.22727272727272727,0.16363636363636364
superiortemporal-rh,0.09734513274336283,0.04424778761061947,0.13274336283185842,0.13274336283185842,0.04424778761061947,0.13274336283185842,0.1504424778761062,0.26548672566371684
