,bankssts-lh,entorhinal-lh,frontalpole-rh,fusiform-lh,medialorbitofrontal-rh,parahippocampal-lh,rostralanteriorcingulate-rh,rostralmiddlefrontal-rh
bankssts-lh,0.5045871559633027,0.0,0.1559633027522936,0.11009174311926606,0.13761467889908258,0.05504587155963303,0.01834862385321101,0.01834862385321101
entorhinal-lh,0.0,0.6,0.0,0.4,0.0,0.0,0.0,0.0
frontalpole-rh,0.04983388704318937,0.0,0.28903654485049834,0.0,0.2757475083056478,0.0,0.1760797342192691,0.20930232558139536
fusiform-lh,0.16901408450704225,0.08450704225352113,0.0,0.7464788732394366,0.0,0.0,0.0,0.0
medialorbitofrontal-rh,0.04406779661016949,0.0,0.288135593220339,0.0,0.288135593220339,0.0,0.17288135593220338,0.20677966101694914
parahippocampal-lh,0.11428571428571428,0.0,0.0,0.04285714285714286,0.0,0.8428571428571429,0.0,0.0
rostralanteriorcingulate-rh,0.0,0.0,0.17928286852589642,0.0,0.17131474103585656,0.0,0.3187250996015936,0.33067729083665337
rostralmiddlefrontal-rh,0.0,0.0,0.18092105263157895,0.0,0.17434210526315788,0.0,0.2730263157894737,0.3717105263157895
