,entorhinal-rh,frontalpole-rh,inferiortemporal-rh,parahippocampal-rh,rostralmiddlefrontal-rh,temporalpole-lh,temporalpole-rh,transversetemporal-rh
entorhinal-rh,0.3098478783026421,0.044035228182546036,0.22497998398718974,0.16012810248198558,0.0744595676541233,0.059247397918334666,0.0008006405124099279,0.1265012009607686
frontalpole-rh,0.0893371757925072,0.49135446685878964,0.09221902017291066,0.11095100864553314,0.09077809798270893,0.005763688760806916,0.037463976945244955,0.08213256484149856
inferiortemporal-rh,0.21933085501858737,0.04535315985130112,0.2795539033457249,0.19851301115241635,0.06245353159851301,0.05650557620817844,0.009665427509293681,0.12862453531598514
parahippocampal-rh,0.16284233900814213,0.05477424130273871,0.2146558105107328,0.28645447816432273,0.046632124352331605,0.05181347150259067,0.03552923760177646,0.14729829755736493
rostralmiddlefrontal-rh,0.13282442748091602,0.07633587786259542,0.11908396946564885,0.08702290076335878,0.416793893129771,0.07480916030534351,0.024427480916030534,0.06870229007633588
temporalpole-lh,0.09647979139504563,0.007822685788787484,0.09908735332464146,0.0938722294654498,0.061277705345501955,0.4576271186440678,0.09908735332464146,0.0847457627118644
temporalpole-rh,0.011532125205930808,0.05271828665568369,0.039538714991762765,0.10214168039538715,0.023064250411861616,0.128500823723229,0.556836902800659,0.085667215815486
transversetemporal-rh,0.16968541468064824,0.05433746425166826,0.17635843660629172,0.18875119161105816,0.04671115347950429,0.05624404194470925,0.03527168732125834,0.2726406101048618
