,caudalanteriorcingulate-lh,frontalpole-lh,frontalpole-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,posteriorcingulate-lh,rostralanteriorcingulate-rh,rostralmiddlefrontal-lh
caudalanteriorcingulate-lh,0.1256544502617801,0.12041884816753927,0.1256544502617801,0.12041884816753927,0.1256544502617801,0.13089005235602094,0.1256544502617801,0.1256544502617801
frontalpole-lh,0.11538461538461539,0.13186813186813187,0.12637362637362637,0.13186813186813187,0.12637362637362637,0.12087912087912088,0.12087912087912088,0.12637362637362637
frontalpole-rh,0.11578947368421053,0.13157894736842105,0.12631578947368421,0.13157894736842105,0.12631578947368421,0.12105263157894737,0.12105263157894737,0.12631578947368421
medialorbitofrontal-lh,0.11538461538461539,0.13186813186813187,0.12637362637362637,0.13186813186813187,0.12637362637362637,0.12087912087912088,0.12087912087912088,0.12637362637362637
medialorbitofrontal-rh,0.11578947368421053,0.13157894736842105,0.12631578947368421,0.13157894736842105,0.12631578947368421,0.12105263157894737,0.12105263157894737,0.12631578947368421
posteriorcingulate-lh,0.11855670103092783,0.12371134020618557,0.12886597938144329,0.12371134020618557,0.12886597938144329,0.12371134020618557,0.12371134020618557,0.12886597938144329
rostralanteriorcingulate-rh,0.11702127659574468,0.1276595744680851,0.1276595744680851,0.1276595744680851,0.1276595744680851,0.12234042553191489,0.12234042553191489,0.1276595744680851
rostralmiddlefrontal-lh,0.11578947368421053,0.13157894736842105,0.12631578947368421,0.13157894736842105,0.12631578947368421,0.12105263157894737,0.12105263157894737,0.12631578947368421
