,caudalanteriorcingulate-lh,caudalanteriorcingulate-rh,entorhinal-lh,fusiform-lh,isthmuscingulate-rh,lingual-lh,middletemporal-lh,parahippocampal-lh
caudalanteriorcingulate-lh,0.7419354838709677,0.0967741935483871,0.16129032258064516,0.0,0.0,0.0,0.0,0.0
caudalanteriorcingulate-rh,0.0,0.5853658536585366,0.0,0.2682926829268293,0.0,0.0,0.0,0.14634146341463414
entorhinal-lh,0.4375,0.0,0.5625,0.0,0.0,0.0,0.0,0.0
fusiform-lh,0.0,0.25,0.0,0.3888888888888889,0.0,0.05555555555555555,0.0,0.3055555555555556
isthmuscingulate-rh,0.0,0.0,0.1111111111111111,0.0,0.8888888888888888,0.0,0.0,0.0
lingual-lh,0.0,0.0,0.0,0.0,0.0,0.6521739130434783,0.0,0.34782608695652173
middletemporal-lh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
parahippocampal-lh,0.0,0.1,0.0,0.225,0.0,0.25,0.0,0.425
