,frontalpole-rh,fusiform-lh,insula-rh,medialorbitofrontal-rh,paracentral-lh,pericalcarine-rh,posteriorcingulate-lh,temporalpole-rh
frontalpole-rh,0.3876651982378855,0.0,0.024229074889867842,0.2753303964757709,0.022026431718061675,0.0,0.14757709251101322,0.14317180616740088
fusiform-lh,0.0,0.5817174515235457,0.296398891966759,0.0,0.0,0.12188365650969529,0.0,0.0
insula-rh,0.01991150442477876,0.23672566371681417,0.581858407079646,0.0,0.024336283185840708,0.0,0.13716814159292035,0.0
medialorbitofrontal-rh,0.3075060532687651,0.0,0.0,0.39951573849878935,0.0,0.0,0.0387409200968523,0.2542372881355932
paracentral-lh,0.028469750889679714,0.0,0.03914590747330961,0.0,0.6334519572953736,0.0,0.298932384341637,0.0
pericalcarine-rh,0.0,0.19607843137254902,0.0,0.0,0.0,0.803921568627451,0.0,0.0
posteriorcingulate-lh,0.15151515151515152,0.0,0.14918414918414918,0.03263403263403263,0.19114219114219114,0.0,0.4755244755244755,0.0
temporalpole-rh,0.2,0.0,0.0,0.3194029850746269,0.0,0.0,0.0,0.48059701492537316
