,FT9,P7,F8,AF7,F5,FT7,AF8,AF4
FT9,0.20869565217391303,0.19130434782608696,0.08695652173913043,0.0782608695652174,0.21739130434782608,0.21739130434782608,0.0,0.0
P7,0.10869565217391304,0.2717391304347826,0.15217391304347827,0.02717391304347826,0.15760869565217392,0.2826086956521739,0.0,0.0
F8,0.06666666666666667,0.21666666666666667,0.275,0.0,0.14166666666666666,0.25,0.05,0.0
AF7,0.21739130434782608,0.15217391304347827,0.0,0.1956521739130435,0.21739130434782608,0.21739130434782608,0.0,0.0
F5,0.16,0.20666666666666667,0.12666666666666668,0.06,0.22,0.22666666666666666,0.0,0.0
FT7,0.08362369337979095,0.18118466898954705,0.11149825783972125,0.0313588850174216,0.11498257839721254,0.46689895470383275,0.010452961672473868,0.0
AF8,0.0,0.0,0.23529411764705882,0.0,0.0,0.058823529411764705,0.6470588235294118,0.058823529411764705
AF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
