,caudalanteriorcingulate-lh,frontalpole-rh,isthmuscingulate-rh,paracentral-lh,paracentral-rh,posteriorcingulate-lh,posteriorcingulate-rh,rostralanteriorcingulate-rh
caudalanteriorcingulate-lh,0.13620071684587814,0.11684587813620072,0.11469534050179211,0.13261648745519714,0.12974910394265232,0.12544802867383512,0.12903225806451613,0.11541218637992831
frontalpole-rh,0.1212338593974175,0.1793400286944046,0.10616929698708752,0.1212338593974175,0.11979913916786226,0.12195121951219512,0.11908177905308465,0.11119081779053085
isthmuscingulate-rh,0.11906449326718639,0.10843373493975904,0.1467044649184975,0.13111268603827073,0.13111268603827073,0.10985116938341602,0.12827781715095676,0.1254429482636428
paracentral-lh,0.13026052104208416,0.11155644622578491,0.11890447561790247,0.13560454241816966,0.13293253173012692,0.12090848363393454,0.13092852371409486,0.11890447561790247
paracentral-rh,0.12682602921646746,0.11155378486055777,0.11952191235059761,0.13678618857901725,0.1341301460823373,0.11952191235059761,0.13213811420982735,0.11952191235059761
posteriorcingulate-lh,0.1344286781179985,0.12322628827483197,0.11053024645257654,0.1299477221807319,0.12696041822255413,0.13293502613890965,0.1262135922330097,0.1157580283793876
posteriorcingulate-rh,0.12734584450402145,0.11327077747989277,0.1193029490616622,0.13471849865951743,0.1333780160857909,0.1193029490616622,0.1333780160857909,0.1193029490616622
rostralanteriorcingulate-rh,0.12050739957716702,0.11486962649753348,0.12544045102184637,0.13178294573643412,0.1324876673713883,0.11486962649753348,0.1303735024665257,0.12966878083157152
