,entorhinal-rh,medialorbitofrontal-lh,parahippocampal-lh,parahippocampal-rh,parsorbitalis-lh,pericalcarine-rh,temporalpole-lh,temporalpole-rh
entorhinal-rh,0.8865030674846626,0.0,0.0,0.0598159509202454,0.0,0.009202453987730062,0.018404907975460124,0.02607361963190184
medialorbitofrontal-lh,0.004424778761061947,0.5309734513274337,0.0,0.0,0.3407079646017699,0.0,0.07079646017699115,0.05309734513274336
parahippocampal-lh,0.0,0.0,0.8089700996677741,0.0,0.0,0.061461794019933555,0.1079734219269103,0.02159468438538206
parahippocampal-rh,0.10353535353535354,0.0,0.0,0.8863636363636364,0.0,0.010101010101010102,0.0,0.0
parsorbitalis-lh,0.003284072249589491,0.24466338259441708,0.0,0.0,0.6502463054187192,0.0,0.06239737274220033,0.03940886699507389
pericalcarine-rh,0.012598425196850394,0.0,0.05669291338582677,0.009448818897637795,0.0,0.9212598425196851,0.0,0.0
temporalpole-lh,0.012391573729863693,0.04708798017348203,0.07311028500619579,0.0,0.05452292441140025,0.0,0.7323420074349443,0.080545229244114
temporalpole-rh,0.02664576802507837,0.03761755485893417,0.02037617554858934,0.0,0.04231974921630094,0.0,0.0987460815047022,0.774294670846395
