,Fp1,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,Fp2,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
Fp1,0.01722917158366769,0.01738651561639525,0.01722917158366769,0.016757139485485014,0.016285107387302336,0.01730784360003147,0.016442451420029897,0.015498387223664542,0.01746518763275903,0.015105027141845645,0.01597041932184722,0.016049091338211,0.01699315553457635,0.016521123436393673,0.016363779403666116,0.016442451420029897,0.01691448351821257,0.0,0.015183699158209425,0.01715049956730391,0.016206435370938556,0.01699315553457635,0.01722917158366769,0.01699315553457635,0.015262371174573205,0.01715049956730391,0.016757139485485014,0.01707182755094013,0.01573440327275588,0.01738651561639525,0.01746518763275903,0.016442451420029897,0.014318306978207851,0.01715049956730391,0.01581307528911966,0.01722917158366769,0.01683581150184879,0.01722917158366769,0.016363779403666116,0.01730784360003147,0.01746518763275903,0.01707182755094013,0.01691448351821257,0.01691448351821257,0.016757139485485014,0.015498387223664542,0.01691448351821257,0.01691448351821257,0.01691448351821257,0.01707182755094013,0.016363779403666116,0.016285107387302336,0.01683581150184879,0.01738651561639525,0.01683581150184879,0.01715049956730391,0.016757139485485014,0.01715049956730391,0.01691448351821257,0.01589174730548344,0.016757139485485014
Fz,0.017166381854901352,0.017632437470871523,0.017477085598881465,0.01670032623893118,0.01607891875097095,0.017865465278856612,0.016467298430946093,0.015302159391020661,0.017554761534876496,0.014913779711045518,0.015768215006990834,0.015845890942985864,0.01708870591890632,0.016311946558956035,0.016234270622961008,0.016389622494951066,0.016933354046916264,0.0,0.014991455647040547,0.017166381854901352,0.01600124281497592,0.017011029982911294,0.01732173372689141,0.017011029982911294,0.015146807519030605,0.01724405779089638,0.01677800217492621,0.017166381854901352,0.015535187199005748,0.017554761534876496,0.017554761534876496,0.016311946558956035,0.014137020351095231,0.01708870591890632,0.015612863135000777,0.017399409662886438,0.01677800217492621,0.017166381854901352,0.016156594686965977,0.017632437470871523,0.01794314121485164,0.017166381854901352,0.017011029982911294,0.016933354046916264,0.016855678110921236,0.015302159391020661,0.016933354046916264,0.016933354046916264,0.01708870591890632,0.017166381854901352,0.016156594686965977,0.016234270622961008,0.01677800217492621,0.017477085598881465,0.01677800217492621,0.017399409662886438,0.01677800217492621,0.017399409662886438,0.01677800217492621,0.015690539070995806,0.01670032623893118
F3,0.016991621642784435,0.01746143606608723,0.01738313366220343,0.016756714431133034,0.016130295200062643,0.017696343277738627,0.016600109623365437,0.01542557356510845,0.01738313366220343,0.015034061545689453,0.015817085584527445,0.015973690392295042,0.016991621642784435,0.01636520241171404,0.01636520241171404,0.01644350481559784,0.016991621642784435,0.0,0.015112363949573252,0.017148226450552032,0.016051992796178843,0.017069924046668232,0.017226528854435832,0.016991621642784435,0.01526896875734085,0.017148226450552032,0.016835016835016835,0.017069924046668232,0.015582178372876048,0.01730483125831963,0.01738313366220343,0.01636520241171404,0.01425103750685146,0.017069924046668232,0.015660480776759845,0.017226528854435832,0.016835016835016835,0.017148226450552032,0.01620859760394644,0.01746143606608723,0.017696343277738627,0.017069924046668232,0.017069924046668232,0.016991621642784435,0.016913319238900635,0.015347271161224649,0.016991621642784435,0.016991621642784435,0.017148226450552032,0.017069924046668232,0.01620859760394644,0.01636520241171404,0.016835016835016835,0.01730483125831963,0.016835016835016835,0.01738313366220343,0.016913319238900635,0.01730483125831963,0.016835016835016835,0.015738783180643645,0.016756714431133034
F7,0.016985645933014354,0.0171451355661882,0.017065390749601277,0.016826156299840512,0.0164274322169059,0.0171451355661882,0.016586921850079744,0.015709728867623604,0.0171451355661882,0.015311004784688996,0.016108452950558214,0.016267942583732056,0.01690590111642743,0.016666666666666666,0.016586921850079744,0.016586921850079744,0.01690590111642743,0.0,0.015390749601275917,0.017065390749601277,0.01634768740031898,0.016985645933014354,0.017065390749601277,0.01690590111642743,0.01547049441786284,0.016985645933014354,0.016826156299840512,0.016985645933014354,0.01586921850079745,0.017065390749601277,0.0171451355661882,0.016586921850079744,0.014513556618819777,0.016985645933014354,0.01594896331738437,0.017065390749601277,0.01690590111642743,0.017065390749601277,0.016507177033492824,0.0171451355661882,0.0171451355661882,0.016985645933014354,0.01690590111642743,0.01690590111642743,0.016826156299840512,0.01562998405103668,0.01690590111642743,0.01690590111642743,0.01690590111642743,0.016985645933014354,0.016507177033492824,0.016507177033492824,0.01690590111642743,0.0171451355661882,0.01690590111642743,0.017065390749601277,0.016826156299840512,0.017065390749601277,0.01690590111642743,0.01602870813397129,0.016826156299840512
FT9,0.01689933872152829,0.01689933872152829,0.01689933872152829,0.01689933872152829,0.016572781451547065,0.01689933872152829,0.016572781451547065,0.01608294554657523,0.01689933872152829,0.01551147032410809,0.016327863499061148,0.016409502816556454,0.01689933872152829,0.016736060086537677,0.01665442076904237,0.01665442076904237,0.01689933872152829,0.0,0.015756388276594008,0.01689933872152829,0.01649114213405176,0.01689933872152829,0.01689933872152829,0.01689933872152829,0.015674748959098702,0.01689933872152829,0.016817699404032983,0.01689933872152829,0.016164584864070537,0.01689933872152829,0.01689933872152829,0.01665442076904237,0.014858355784145644,0.01689933872152829,0.016246224181565842,0.01689933872152829,0.01689933872152829,0.01689933872152829,0.016572781451547065,0.01689933872152829,0.01689933872152829,0.01689933872152829,0.016817699404032983,0.01689933872152829,0.016817699404032983,0.016001306229079925,0.01689933872152829,0.01689933872152829,0.016736060086537677,0.01689933872152829,0.01665442076904237,0.016572781451547065,0.01689933872152829,0.01689933872152829,0.01689933872152829,0.01689933872152829,0.016817699404032983,0.01689933872152829,0.01689933872152829,0.016327863499061148,0.016817699404032983
FC5,0.01705607476635514,0.017679127725856697,0.017523364485981307,0.016666666666666666,0.01604361370716511,0.01791277258566978,0.016510903426791276,0.015342679127725857,0.017445482866043614,0.014953271028037384,0.01573208722741433,0.01588785046728972,0.01705607476635514,0.016277258566978193,0.016277258566978193,0.016355140186915886,0.01690031152647975,0.0,0.015031152647975077,0.017133956386292833,0.015965732087227413,0.016978193146417447,0.01736760124610592,0.016978193146417447,0.015186915887850467,0.017289719626168223,0.01674454828660436,0.01721183800623053,0.015498442367601246,0.017523364485981307,0.017445482866043614,0.016277258566978193,0.014174454828660437,0.01705607476635514,0.01557632398753894,0.01736760124610592,0.01674454828660436,0.017133956386292833,0.016121495327102803,0.017679127725856697,0.01806853582554517,0.017133956386292833,0.01705607476635514,0.01690031152647975,0.01690031152647975,0.015264797507788162,0.01690031152647975,0.01690031152647975,0.017289719626168223,0.017133956386292833,0.016121495327102803,0.016277258566978193,0.01674454828660436,0.017445482866043614,0.01674454828660436,0.017601246105919004,0.016822429906542057,0.017523364485981307,0.01674454828660436,0.015654205607476636,0.016666666666666666
FC1,0.016925928911098575,0.017087128234061416,0.017087128234061416,0.01676472958813573,0.016442330942210044,0.017087128234061416,0.01676472958813573,0.015716933988877246,0.017087128234061416,0.015475135004432981,0.016119932296284355,0.0162811316192472,0.016925928911098575,0.016603530265172885,0.016603530265172885,0.016603530265172885,0.016925928911098575,0.0,0.015475135004432981,0.017006528572579994,0.0162811316192472,0.016925928911098575,0.017087128234061416,0.016925928911098575,0.015716933988877246,0.017006528572579994,0.016845329249617153,0.016925928911098575,0.01587813331184009,0.017006528572579994,0.017087128234061416,0.016603530265172885,0.01450793906665592,0.016925928911098575,0.015958732973321513,0.017087128234061416,0.016845329249617153,0.016925928911098575,0.016442330942210044,0.017087128234061416,0.017087128234061416,0.016925928911098575,0.017006528572579994,0.016925928911098575,0.016925928911098575,0.015636334327395824,0.016925928911098575,0.016925928911098575,0.017087128234061416,0.016925928911098575,0.016361731280728622,0.016684129926654308,0.016845329249617153,0.017087128234061416,0.016845329249617153,0.017087128234061416,0.016925928911098575,0.017087128234061416,0.016845329249617153,0.016039332634802932,0.01676472958813573
C3,0.016744581385465362,0.016744581385465362,0.016744581385465362,0.016744581385465362,0.016744581385465362,0.016744581385465362,0.01665958351041224,0.016404589885252868,0.016744581385465362,0.01597960050998725,0.01665958351041224,0.01665958351041224,0.016744581385465362,0.016744581385465362,0.016744581385465362,0.016744581385465362,0.016744581385465362,0.0,0.016319592010199745,0.016744581385465362,0.016744581385465362,0.016744581385465362,0.016744581385465362,0.016744581385465362,0.016064598385040374,0.016744581385465362,0.016744581385465362,0.016744581385465362,0.016574585635359115,0.016744581385465362,0.016744581385465362,0.016744581385465362,0.015384615384615385,0.016744581385465362,0.016574585635359115,0.016744581385465362,0.016744581385465362,0.016744581385465362,0.016744581385465362,0.016744581385465362,0.016744581385465362,0.016744581385465362,0.016744581385465362,0.016744581385465362,0.016744581385465362,0.016404589885252868,0.016744581385465362,0.016744581385465362,0.016744581385465362,0.016744581385465362,0.016744581385465362,0.01665958351041224,0.016744581385465362,0.016744581385465362,0.016744581385465362,0.016744581385465362,0.016744581385465362,0.016744581385465362,0.016744581385465362,0.01665958351041224,0.016744581385465362
T7,0.01721843938326681,0.017531501917508022,0.017374970650387414,0.016748845581904984,0.01620098614698286,0.017609767551068325,0.01643578304766377,0.015418329811379822,0.017531501917508022,0.015027001643578305,0.015887923612741644,0.01596618924630195,0.016983642482585895,0.01643578304766377,0.01635751741410347,0.01643578304766377,0.016905376849025593,0.0,0.01510526727713861,0.017140173749706503,0.016122720513422555,0.016983642482585895,0.01721843938326681,0.016983642482585895,0.015261798544259216,0.017140173749706503,0.016748845581904984,0.0170619081161462,0.015653126712060733,0.01745323628394772,0.017531501917508022,0.01643578304766377,0.014244345307975269,0.017140173749706503,0.01573139234562104,0.01721843938326681,0.01682711121546529,0.01721843938326681,0.016279251780543163,0.01745323628394772,0.017766298818188933,0.0170619081161462,0.016905376849025593,0.016905376849025593,0.016748845581904984,0.015418329811379822,0.016905376849025593,0.016905376849025593,0.016983642482585895,0.0170619081161462,0.016279251780543163,0.016279251780543163,0.01682711121546529,0.017374970650387414,0.01682711121546529,0.01729670501682711,0.016748845581904984,0.01721843938326681,0.016905376849025593,0.01580965797918134,0.016748845581904984
TP9,0.016739319965126415,0.016739319965126415,0.016739319965126415,0.016739319965126415,0.016652136006974717,0.016739319965126415,0.016739319965126415,0.016390584132519617,0.016739319965126415,0.016390584132519617,0.016652136006974717,0.016739319965126415,0.016739319965126415,0.016739319965126415,0.016739319965126415,0.016739319965126415,0.016739319965126415,0.0,0.016303400174367915,0.016739319965126415,0.016652136006974717,0.016739319965126415,0.016739319965126415,0.016739319965126415,0.016564952048823016,0.016739319965126415,0.016739319965126415,0.016739319965126415,0.016390584132519617,0.016739319965126415,0.016739319965126415,0.016739319965126415,0.015431560592850915,0.016739319965126415,0.016477768090671318,0.016739319965126415,0.016739319965126415,0.016739319965126415,0.016739319965126415,0.016739319965126415,0.016739319965126415,0.016739319965126415,0.016739319965126415,0.016739319965126415,0.016739319965126415,0.016216216216216217,0.016739319965126415,0.016739319965126415,0.016739319965126415,0.016739319965126415,0.016652136006974717,0.016739319965126415,0.016739319965126415,0.016739319965126415,0.016739319965126415,0.016739319965126415,0.016739319965126415,0.016739319965126415,0.016739319965126415,0.016477768090671318,0.016739319965126415
