,frontalpole-lh,frontalpole-rh,insula-rh,medialorbitofrontal-lh,parahippocampal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-lh
frontalpole-lh,0.48175182481751827,0.1386861313868613,0.0,0.12773722627737227,0.12043795620437957,0.0072992700729927005,0.0,0.12408759124087591
frontalpole-rh,0.09944751381215469,0.43646408839779005,0.03867403314917127,0.11049723756906077,0.1132596685082873,0.20165745856353592,0.0,0.0
insula-rh,0.0,0.05150214592274678,0.6995708154506438,0.0,0.19742489270386265,0.0,0.0,0.05150214592274678
medialorbitofrontal-lh,0.1054421768707483,0.14965986394557823,0.0,0.3401360544217687,0.20408163265306123,0.1564625850340136,0.0,0.04421768707482993
parahippocampal-rh,0.07435897435897436,0.11538461538461539,0.1282051282051282,0.15384615384615385,0.4230769230769231,0.07435897435897436,0.0,0.03076923076923077
rostralanteriorcingulate-lh,0.0,0.24829931972789115,0.0,0.14285714285714285,0.08503401360544217,0.46598639455782315,0.05782312925170068,0.0
rostralanteriorcingulate-rh,0.0,0.0,0.0,0.0,0.0,0.09923664122137404,0.9007633587786259,0.0
temporalpole-lh,0.144,0.0,0.056,0.064,0.056,0.0,0.0,0.68
