,bankssts-rh,cuneus-lh,entorhinal-lh,frontalpole-lh,frontalpole-rh,lateralorbitofrontal-lh,parsorbitalis-lh,temporalpole-lh
bankssts-rh,0.9771428571428571,0.0,0.0,0.0,0.022857142857142857,0.0,0.0,0.0
cuneus-lh,0.0,0.783068783068783,0.0,0.0,0.005291005291005291,0.021164021164021163,0.19047619047619047,0.0
entorhinal-lh,0.0,0.0,0.712,0.136,0.0,0.152,0.0,0.0
frontalpole-lh,0.0,0.0,0.0967741935483871,0.7548387096774194,0.0,0.12258064516129032,0.025806451612903226,0.0
frontalpole-rh,0.03508771929824561,0.0,0.0,0.0,0.9590643274853801,0.0,0.0,0.005847953216374269
lateralorbitofrontal-lh,0.0,0.017937219730941704,0.06726457399103139,0.07623318385650224,0.0,0.6098654708520179,0.22869955156950672,0.0
parsorbitalis-lh,0.0,0.16,0.0,0.008,0.0,0.18,0.572,0.08
temporalpole-lh,0.0,0.0,0.0,0.0,0.01639344262295082,0.0,0.08743169398907104,0.8961748633879781
