,bankssts-rh,frontalpole-lh,frontalpole-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,parahippocampal-lh,rostralanteriorcingulate-rh,temporalpole-rh
bankssts-rh,0.5784919653893696,0.029666254635352288,0.05562422744128554,0.05067985166872682,0.08281829419035847,0.014833127317676144,0.07787391841779975,0.1100123609394314
frontalpole-lh,0.014609203798392988,0.3696128560993426,0.1168736303871439,0.2264426588750913,0.13732651570489407,0.04455807158509861,0.06574141709276844,0.02483564645726808
frontalpole-rh,0.029607698001480384,0.12435233160621761,0.3301258327165063,0.20429311621021465,0.24944485566247224,0.0,0.03478904515173945,0.027387120651369355
medialorbitofrontal-lh,0.021046301864101023,0.17859290438965725,0.1623571858087793,0.3265183403487673,0.19663259170174383,0.03006614552014432,0.0619362597714973,0.022850270595309682
medialorbitofrontal-rh,0.03922789539227895,0.11830635118306351,0.22478206724782068,0.21357409713574096,0.31008717310087175,0.0,0.0722291407222914,0.021793275217932753
parahippocampal-lh,0.015789473684210527,0.08026315789473684,0.0,0.07105263157894737,0.0,0.7657894736842106,0.02763157894736842,0.039473684210526314
rostralanteriorcingulate-rh,0.06281156530408774,0.0847457627118644,0.054835493519441676,0.11465603190428714,0.12761714855433698,0.020937188434695914,0.5124626121635095,0.02193419740777667
temporalpole-rh,0.11757425742574257,0.04579207920792079,0.04579207920792079,0.04950495049504951,0.04579207920792079,0.034653465346534656,0.022277227722772276,0.6386138613861386
