,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,P1,P5,PO7,POz,PO4,PO8,P2,CPz,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,FCz
Fz,0.07050359712230216,0.02541966426858513,0.0,0.0057553956834532375,0.027338129496402876,0.023980815347721823,0.022062350119904078,0.019184652278177457,0.030695443645083934,0.019664268585131893,0.010071942446043165,0.03117505995203837,0.01870503597122302,0.003357314148681055,0.019184652278177457,0.01342925659472422,0.03884892086330935,0.004316546762589928,0.00671462829736211,0.02014388489208633,0.022541966426858514,0.02973621103117506,0.012949640287769784,0.03261390887290168,0.019184652278177457,0.007194244604316547,0.017266187050359712,0.03501199040767386,0.018225419664268584,0.0014388489208633094,0.0057553956834532375,0.006235011990407674,0.015347721822541967,0.026378896882494004,0.006235011990407674,0.012470023980815348,0.02062350119904077,0.014388489208633094,0.030695443645083934,0.01870503597122302,0.02158273381294964,0.024940047961630695,0.017745803357314148,0.009112709832134292,0.02877697841726619,0.007673860911270983,0.002398081534772182,0.02014388489208633,0.012470023980815348,0.018225419664268584,0.02062350119904077,0.00671462829736211,0.010071942446043165,0.01870503597122302,0.004796163069544364,0.012470023980815348
F3,0.021915584415584416,0.07832792207792208,0.002840909090909091,0.007305194805194805,0.017045454545454544,0.018262987012987012,0.017857142857142856,0.01948051948051948,0.0174512987012987,0.019074675324675324,0.013798701298701298,0.008522727272727272,0.017857142857142856,0.024756493506493508,0.026379870129870128,0.009334415584415584,0.026379870129870128,0.006899350649350649,0.025162337662337664,0.028409090909090908,0.020292207792207792,0.03449675324675325,0.01948051948051948,0.014204545454545454,0.017857142857142856,0.017857142857142856,0.019074675324675324,0.027597402597402596,0.014204545454545454,0.008928571428571428,0.0036525974025974025,0.00487012987012987,0.003246753246753247,0.01461038961038961,0.0174512987012987,0.015016233766233766,0.016639610389610388,0.016639610389610388,0.015827922077922076,0.015016233766233766,0.007711038961038961,0.03530844155844156,0.023944805194805196,0.015016233766233766,0.0174512987012987,0.01176948051948052,0.021103896103896104,0.015827922077922076,0.022727272727272728,0.015016233766233766,0.015016233766233766,0.017045454545454544,0.0016233766233766235,0.013798701298701298,0.009334415584415584,0.033279220779220776
F7,0.0,0.003380009657170449,0.07291163689039111,0.05118300338000966,0.01545147271849348,0.003380009657170449,0.006760019314340898,0.02559150169000483,0.0014485755673587638,0.01158860453887011,0.03476581361661033,0.01545147271849348,0.010622887493964268,0.020280057943022695,0.006760019314340898,0.0043457267020762915,0.004828585224529213,0.016417189763399325,0.031385803959439885,0.008208594881699663,0.020280057943022695,0.005794302269435055,0.014485755673587638,0.017382906808305166,0.00772573635924674,0.03283437952679865,0.017382906808305166,0.01496861419604056,0.00386286817962337,0.04442298406566876,0.017382906808305166,0.028971511347175277,0.03718010622887494,0.0028971511347175277,0.00386286817962337,0.028488652824722356,0.01110574601641719,0.03331723804925157,0.020762916465475616,0.012071463061323033,0.01496861419604056,0.0,0.03042008691453404,0.028971511347175277,0.0028971511347175277,0.01110574601641719,0.016417189763399325,0.042008691453404155,0.010622887493964268,0.021245774987928536,0.005794302269435055,0.013037180106228875,0.04056011588604539,0.0009657170449058426,0.03380009657170449,0.007242877836793819
FT9,0.007021063189568706,0.009528585757271816,0.055667001003009024,0.06469408224674023,0.018555667001003008,0.003009027081243731,0.007021063189568706,0.02106318956870612,0.0,0.009027081243731194,0.034102306920762285,0.017051153460381142,0.006519558676028084,0.013039117352056168,0.01354062186559679,0.0025075225677031092,0.010030090270812437,0.012537612838515547,0.028585757271815445,0.015546639919759278,0.02457372116349047,0.014042126379137413,0.013039117352056168,0.020561685055165497,0.011534603811434303,0.02657973921765296,0.017552657973921765,0.02106318956870612,0.003009027081243731,0.03811434302908726,0.015045135406218655,0.026078234704112337,0.037111334002006016,0.004012036108324975,0.0025075225677031092,0.029087261785356068,0.01354062186559679,0.03560682046138415,0.031093279839518557,0.013039117352056168,0.018555667001003008,0.0025075225677031092,0.02958876629889669,0.03009027081243731,0.007522567703109328,0.007021063189568706,0.011033099297893681,0.04513540621865597,0.004513540621865597,0.014543630892678034,0.011534603811434303,0.00802407221664995,0.0320962888665998,0.0005015045135406219,0.028585757271815445,0.0025075225677031092
FC5,0.022816679779701022,0.014555468135326514,0.012981904012588513,0.014555468135326514,0.06845003933910307,0.010621557828481511,0.010228166797797011,0.029504327301337528,0.020849724626278522,0.025963808025177025,0.016915814319433516,0.011408339889850511,0.014948859166011016,0.01888276947285602,0.007081038552321007,0.00865460267505901,0.02006294256490952,0.021636506687647522,0.01966955153422502,0.020849724626278522,0.01848937844217152,0.016129032258064516,0.020456333595594022,0.025177025963808025,0.013768686073957514,0.01888276947285602,0.01966955153422502,0.025570416994492525,0.02006294256490952,0.020456333595594022,0.01966955153422502,0.013768686073957514,0.011014948859166011,0.015735641227380016,0.004327301337529505,0.015342250196695516,0.02793076317859953,0.010228166797797011,0.022816679779701022,0.008261211644374508,0.025963808025177025,0.020849724626278522,0.025177025963808025,0.01888276947285602,0.00865460267505901,0.013768686073957514,0.016129032258064516,0.01966955153422502,0.007081038552321007,0.00904799370574351,0.01730920535011802,0.00904799370574351,0.010228166797797011,0.024390243902439025,0.01848937844217152,0.016915814319433516
FC1,0.025959978366684695,0.023255813953488372,0.0037858301784748512,0.0037858301784748512,0.01568415359653867,0.07733910221741482,0.023796646836127637,0.024337479718766902,0.017847485127095726,0.02055164954029205,0.0048674959437533805,0.017306652244456464,0.020010816657652784,0.02163331530557058,0.023796646836127637,0.016224986479177934,0.020010816657652784,0.01568415359653867,0.005408328826392645,0.008112493239588967,0.01352082206598161,0.017847485127095726,0.03623580313683072,0.02163331530557058,0.017847485127095726,0.006489994591671174,0.003244997295835587,0.025959978366684695,0.01352082206598161,0.0,0.0075716603569497025,0.005408328826392645,0.009194159004867496,0.019469983775013522,0.017847485127095726,0.014061654948620876,0.011898323418063819,0.017847485127095726,0.02650081124932396,0.020010816657652784,0.02055164954029205,0.0335316387236344,0.015143320713899405,0.009194159004867496,0.016224986479177934,0.008653326122228232,0.01352082206598161,0.020010816657652784,0.029204975662520283,0.0335316387236344,0.02650081124932396,0.03948080043266631,0.010275824770146024,0.011898323418063819,0.0075716603569497025,0.009194159004867496
C3,0.017597551644988524,0.016832440703902066,0.0045906656465187455,0.004973221117061974,0.010711553175210406,0.015302218821729151,0.06579954093343535,0.016067329762815608,0.019892884468247895,0.016832440703902066,0.02218821729150727,0.02218821729150727,0.023335883703136953,0.014919663351185922,0.02180566182096404,0.013006885998469778,0.027161438408569244,0.021040550879877582,0.010328997704667177,0.023335883703136953,0.006503442999234889,0.014537107880642693,0.014154552410099464,0.018362662586074982,0.0279265493496557,0.009946442234123947,0.019892884468247895,0.029074215761285386,0.02180566182096404,0.004973221117061974,0.020657995409334353,0.013771996939556235,0.010328997704667177,0.0252486610558531,0.013771996939556235,0.011859219586840091,0.010328997704667177,0.008798775822494262,0.018362662586074982,0.02180566182096404,0.020657995409334353,0.021040550879877582,0.017980107115531753,0.011094108645753635,0.02180566182096404,0.020657995409334353,0.019127773527161437,0.023718439173680182,0.017597551644988524,0.023718439173680182,0.02486610558530987,0.013389441469013007,0.0026778882938026014,0.020275439938791124,0.010328997704667177,0.021040550879877582
T7,0.013824884792626729,0.017665130568356373,0.021505376344086023,0.01651305683563748,0.029185867895545316,0.01728110599078341,0.015360983102918587,0.0641321044546851,0.009600614439324117,0.01651305683563748,0.026497695852534562,0.0069124423963133645,0.014976958525345621,0.020737327188940093,0.009984639016897081,0.006144393241167435,0.01651305683563748,0.01804915514592934,0.021889400921658985,0.016897081413210446,0.010752688172043012,0.005376344086021506,0.011136712749615975,0.012672811059907835,0.011136712749615975,0.021121351766513058,0.019201228878648235,0.01804915514592934,0.01651305683563748,0.024961597542242704,0.01881720430107527,0.019201228878648235,0.019201228878648235,0.014976958525345621,0.0069124423963133645,0.017665130568356373,0.014208909370199693,0.010368663594470046,0.014208909370199693,0.01804915514592934,0.014208909370199693,0.013824884792626729,0.030721966205837174,0.026113671274961597,0.012672811059907835,0.02304147465437788,0.028417818740399385,0.022657450076804916,0.023809523809523808,0.02572964669738863,0.021121351766513058,0.016129032258064516,0.007680491551459293,0.013056835637480798,0.022657450076804916,0.013440860215053764
TP9,0.028519692168401993,0.018560434585785424,0.0009053870529651426,0.0,0.02444545043005885,0.015844273426889995,0.025350837483023993,0.012222725215029425,0.0615663196016297,0.023540063377093707,0.004526935264825713,0.019918515165233137,0.019465821638750568,0.015844273426889995,0.014938886373924853,0.026708918062471707,0.0488909008601177,0.013580805794477138,0.020371208691715707,0.008601177003168854,0.01041195110909914,0.02444545043005885,0.01403349932095971,0.018560434585785424,0.029425079221367133,0.016296966953372568,0.014486192847442281,0.02761430511543685,0.026708918062471707,0.0,0.006337709370755998,0.0009053870529651426,0.009506564056133997,0.04481665912177456,0.025350837483023993,0.005432322317790856,0.033499320959710276,0.012675418741511997,0.012675418741511997,0.015391579900407425,0.004074241738343142,0.03666817564508828,0.007243096423721141,0.0,0.02127659574468085,0.023087369850611137,0.008148483476686284,0.014486192847442281,0.017202354006337708,0.018560434585785424,0.023540063377093707,0.019465821638750568,0.002716161158895428,0.03078315980081485,0.005432322317790856,0.014938886373924853
CP5,0.017721518987341773,0.018565400843881856,0.010548523206751054,0.006329113924050633,0.028270042194092827,0.016455696202531647,0.019831223628691982,0.02067510548523207,0.021518987341772152,0.06835443037974684,0.009704641350210971,0.004641350210970464,0.007594936708860759,0.008860759493670886,0.004641350210970464,0.022362869198312235,0.018143459915611813,0.029535864978902954,0.0270042194092827,0.022362869198312235,0.021940928270042195,0.021940928270042195,0.0037974683544303796,0.010126582278481013,0.020253164556962026,0.02067510548523207,0.012236286919831224,0.020253164556962026,0.005063291139240506,0.012658227848101266,0.010970464135021098,0.007172995780590718,0.01139240506329114,0.02362869198312236,0.016455696202531647,0.01181434599156118,0.04177215189873418,0.0037974683544303796,0.012658227848101266,0.012236286919831224,0.013924050632911392,0.03459915611814346,0.025738396624472575,0.016455696202531647,0.0033755274261603376,0.019409282700421943,0.024894514767932488,0.010548523206751054,0.02067510548523207,0.026160337552742614,0.024472573839662448,0.02067510548523207,0.012658227848101266,0.019409282700421943,0.008860759493670886,0.03417721518987342
