,caudalanteriorcingulate-lh,frontalpole-rh,insula-rh,isthmuscingulate-rh,lateralorbitofrontal-lh,lateralorbitofrontal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
caudalanteriorcingulate-lh,0.4697674418604651,0.3767441860465116,0.0,0.0,0.0,0.0,0.0,0.15348837209302327
frontalpole-rh,0.3516949152542373,0.5932203389830508,0.0,0.0,0.0,0.0,0.0,0.05508474576271186
insula-rh,0.0,0.0,0.7174721189591078,0.0,0.0,0.2825278810408922,0.0,0.0
isthmuscingulate-rh,0.0,0.0,0.0,0.6213592233009708,0.0,0.0,0.3786407766990291,0.0
lateralorbitofrontal-lh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
lateralorbitofrontal-rh,0.0,0.0,0.4588235294117647,0.0,0.0,0.5117647058823529,0.029411764705882353,0.0
rostralanteriorcingulate-lh,0.0,0.0,0.0,0.24183006535947713,0.0,0.0457516339869281,0.7124183006535948,0.0
rostralanteriorcingulate-rh,0.2198581560283688,0.07801418439716312,0.0,0.0,0.0,0.0,0.0,0.7021276595744681
