,cuneus-lh,frontalpole-lh,frontalpole-rh,insula-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,paracentral-lh,posteriorcingulate-lh
cuneus-lh,0.6,0.0,0.0,0.4,0.0,0.0,0.0,0.0
frontalpole-lh,0.0,0.625,0.2708333333333333,0.0,0.10416666666666667,0.0,0.0,0.0
frontalpole-rh,0.0,0.17045454545454544,0.42045454545454547,0.17045454545454544,0.23863636363636365,0.0,0.0,0.0
insula-rh,0.11570247933884298,0.0,0.12396694214876033,0.6446280991735537,0.11570247933884298,0.0,0.0,0.0
medialorbitofrontal-lh,0.0,0.0958904109589041,0.2876712328767123,0.1643835616438356,0.4520547945205479,0.0,0.0,0.0
medialorbitofrontal-rh,0.0,0.0,0.0,0.0,0.0,0.719626168224299,0.24299065420560748,0.037383177570093455
paracentral-lh,0.0,0.0,0.0,0.0,0.0,0.3048780487804878,0.6951219512195121,0.0
posteriorcingulate-lh,0.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.8125
