,Fp1,F3,Pz,P4,CP2,AF3,AFz,P2
Fp1,0.28125,0.28125,0.0,0.0,0.0,0.0,0.28125,0.15625
F3,0.28125,0.28125,0.0,0.0,0.0,0.0,0.28125,0.15625
Pz,0.0,0.0,0.2391304347826087,0.2391304347826087,0.2391304347826087,0.2826086956521739,0.0,0.0
P4,0.0,0.0,0.2391304347826087,0.2391304347826087,0.2391304347826087,0.2826086956521739,0.0,0.0
CP2,0.0,0.0,0.2391304347826087,0.2391304347826087,0.2391304347826087,0.2826086956521739,0.0,0.0
AF3,0.0,0.0,0.1935483870967742,0.1935483870967742,0.1935483870967742,0.41935483870967744,0.0,0.0
AFz,0.28125,0.28125,0.0,0.0,0.0,0.0,0.28125,0.15625
P2,0.25862068965517243,0.25862068965517243,0.0,0.0,0.0,0.0,0.25862068965517243,0.22413793103448276
