,F3,Pz,P4,CP2,AF7,AF3,AFz,P2
F3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pz,0.0,0.32,0.32,0.32,0.0,0.04,0.0,0.0
P4,0.0,0.32,0.32,0.32,0.0,0.04,0.0,0.0
CP2,0.0,0.32,0.32,0.32,0.0,0.04,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF3,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0
AFz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
