,Fp1,F7,FT9,FT10,F4,F8,Fp2,AFz
Fp1,0.3952802359882006,0.0,0.0029498525073746312,0.0029498525073746312,0.0,0.0,0.3746312684365782,0.22418879056047197
F7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.0,0.4977973568281938,0.5022026431718062,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.452,0.548,0.0,0.0,0.0,0.0
F4,0.0,0.0,0.0,0.0,0.6090909090909091,0.39090909090909093,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.31521739130434784,0.6847826086956522,0.0,0.0
Fp2,0.3825301204819277,0.0,0.0030120481927710845,0.0030120481927710845,0.0,0.0,0.3825301204819277,0.2289156626506024
AFz,0.3029045643153527,0.0,0.004149377593360996,0.004149377593360996,0.0,0.0,0.3029045643153527,0.38589211618257263
