,Fp1,F7,FT9,FT10,F4,F8,Fp2,AFz
Fp1,0.4368932038834951,0.0,0.0,0.0,0.0,0.0,0.4368932038834951,0.1262135922330097
F7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.4380952380952381,0.0,0.0,0.0,0.0,0.0,0.4380952380952381,0.12380952380952381
AFz,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333
