,caudalmiddlefrontal-lh,parstriangularis-rh,precentral-lh,precentral-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-lh,0.13672922252010725,0.13941018766756033,0.13941018766756033,0.14209115281501342,0.13941018766756033,0.13941018766756033,0.08042895442359249,0.08310991957104558
parstriangularis-rh,0.13231552162849872,0.14249363867684478,0.13486005089058525,0.1450381679389313,0.1450381679389313,0.1450381679389313,0.07633587786259542,0.07888040712468193
precentral-lh,0.13513513513513514,0.14054054054054055,0.13783783783783785,0.14324324324324325,0.14054054054054055,0.14054054054054055,0.08108108108108109,0.08108108108108109
precentral-rh,0.13350785340314136,0.14136125654450263,0.13612565445026178,0.14397905759162305,0.14397905759162305,0.14397905759162305,0.07853403141361257,0.07853403141361257
rostralmiddlefrontal-lh,0.13131313131313133,0.1414141414141414,0.13383838383838384,0.14393939393939395,0.15151515151515152,0.14393939393939395,0.07575757575757576,0.07828282828282829
rostralmiddlefrontal-rh,0.1319796954314721,0.14213197969543148,0.13451776649746192,0.1446700507614213,0.14720812182741116,0.1446700507614213,0.07614213197969544,0.07868020304568528
superiortemporal-lh,0.11475409836065574,0.11475409836065574,0.11475409836065574,0.11885245901639344,0.11475409836065574,0.11475409836065574,0.1885245901639344,0.11885245901639344
superiortemporal-rh,0.12340425531914893,0.12340425531914893,0.12340425531914893,0.1276595744680851,0.12340425531914893,0.12340425531914893,0.1276595744680851,0.1276595744680851
