,caudalmiddlefrontal-lh,parstriangularis-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorfrontal-rh,superiorparietal-lh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-lh,0.18253968253968253,0.12698412698412698,0.0,0.15873015873015872,0.15873015873015872,0.15873015873015872,0.07142857142857142,0.14285714285714285
parstriangularis-rh,0.0893854748603352,0.18994413407821228,0.11173184357541899,0.19553072625698323,0.18435754189944134,0.0893854748603352,0.05027932960893855,0.0893854748603352
rostralmiddlefrontal-lh,0.0,0.25316455696202533,0.27848101265822783,0.25316455696202533,0.21518987341772153,0.0,0.0,0.0
rostralmiddlefrontal-rh,0.0945273631840796,0.17412935323383086,0.09950248756218906,0.19900497512437812,0.1890547263681592,0.10945273631840796,0.04477611940298507,0.08955223880597014
superiorfrontal-rh,0.10052910052910052,0.164021164021164,0.08994708994708994,0.19047619047619047,0.19576719576719576,0.1164021164021164,0.047619047619047616,0.09523809523809523
superiorparietal-lh,0.144,0.128,0.0,0.16,0.16,0.192,0.072,0.144
superiortemporal-lh,0.14516129032258066,0.14516129032258066,0.0,0.14516129032258066,0.14516129032258066,0.14516129032258066,0.12903225806451613,0.14516129032258066
superiortemporal-rh,0.15178571428571427,0.13392857142857142,0.0,0.16071428571428573,0.16071428571428573,0.16071428571428573,0.08035714285714286,0.15178571428571427
