,frontalpole-lh,frontalpole-rh,insula-lh,isthmuscingulate-rh,lateraloccipital-rh,medialorbitofrontal-lh,pericalcarine-rh,rostralanteriorcingulate-lh
frontalpole-lh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.6190476190476191,0.0,0.0,0.2857142857142857,0.09523809523809523,0.0,0.0
insula-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
isthmuscingulate-rh,0.0,0.0,0.0,0.5915492957746479,0.0,0.0,0.15492957746478872,0.2535211267605634
lateraloccipital-rh,0.0,0.4,0.0,0.0,0.6,0.0,0.0,0.0
medialorbitofrontal-lh,0.0,0.3,0.0,0.0,0.0,0.65,0.05,0.0
pericalcarine-rh,0.0,0.0,0.0,0.21428571428571427,0.0,0.07142857142857142,0.7142857142857143,0.0
rostralanteriorcingulate-lh,0.0,0.0,0.0,0.5142857142857142,0.0,0.0,0.0,0.4857142857142857
