,Fp1,FC5,FC1,P7,F8,FC3,C5,PO7
Fp1,0.22857142857142856,0.0,0.0,0.2571428571428571,0.2571428571428571,0.0,0.0,0.2571428571428571
FC5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
FC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P7,0.1232876712328767,0.0,0.0,0.273972602739726,0.3013698630136986,0.0,0.0,0.3013698630136986
F8,0.1125,0.0,0.0,0.2625,0.3125,0.0,0.0,0.3125
FC3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO7,0.10344827586206896,0.0,0.0,0.25287356321839083,0.3103448275862069,0.0,0.0,0.3333333333333333
