,insula-lh,insula-rh,lateralorbitofrontal-lh,lateralorbitofrontal-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
insula-lh,0.12101910828025478,0.12738853503184713,0.12101910828025478,0.12738853503184713,0.12738853503184713,0.12101910828025478,0.12738853503184713,0.12738853503184713
insula-rh,0.11920529801324503,0.12582781456953643,0.11920529801324503,0.12582781456953643,0.12582781456953643,0.13245033112582782,0.12582781456953643,0.12582781456953643
lateralorbitofrontal-lh,0.12101910828025478,0.12738853503184713,0.12101910828025478,0.12738853503184713,0.12738853503184713,0.12101910828025478,0.12738853503184713,0.12738853503184713
lateralorbitofrontal-rh,0.11920529801324503,0.12582781456953643,0.11920529801324503,0.12582781456953643,0.12582781456953643,0.13245033112582782,0.12582781456953643,0.12582781456953643
medialorbitofrontal-lh,0.11920529801324503,0.12582781456953643,0.11920529801324503,0.12582781456953643,0.12582781456953643,0.13245033112582782,0.12582781456953643,0.12582781456953643
medialorbitofrontal-rh,0.11888111888111888,0.1258741258741259,0.11888111888111888,0.1258741258741259,0.1258741258741259,0.13286713286713286,0.1258741258741259,0.1258741258741259
rostralanteriorcingulate-lh,0.12025316455696203,0.12658227848101267,0.12025316455696203,0.12658227848101267,0.12658227848101267,0.12658227848101267,0.12658227848101267,0.12658227848101267
rostralanteriorcingulate-rh,0.11920529801324503,0.12582781456953643,0.11920529801324503,0.12582781456953643,0.12582781456953643,0.13245033112582782,0.12582781456953643,0.12582781456953643
