,caudalanteriorcingulate-rh,entorhinal-rh,frontalpole-lh,frontalpole-rh,parahippocampal-rh,rostralmiddlefrontal-rh,temporalpole-lh,transversetemporal-lh
caudalanteriorcingulate-rh,0.42105263157894735,0.015037593984962405,0.0,0.0,0.05263157894736842,0.37593984962406013,0.0,0.13533834586466165
entorhinal-rh,0.0,0.6283185840707964,0.0,0.0,0.1415929203539823,0.035398230088495575,0.13274336283185842,0.061946902654867256
frontalpole-lh,0.0,0.0,0.9595959595959596,0.04040404040404041,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
parahippocampal-rh,0.0390625,0.125,0.0,0.0,0.6171875,0.0703125,0.0625,0.0859375
rostralmiddlefrontal-rh,0.2958579881656805,0.03550295857988166,0.0,0.0,0.0650887573964497,0.4260355029585799,0.005917159763313609,0.17159763313609466
temporalpole-lh,0.0,0.13829787234042554,0.0,0.0,0.10638297872340426,0.0,0.7021276595744681,0.05319148936170213
transversetemporal-lh,0.10416666666666667,0.05555555555555555,0.0,0.0,0.08333333333333333,0.1736111111111111,0.0625,0.5208333333333334
