,caudalanteriorcingulate-lh,frontalpole-lh,frontalpole-rh,insula-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,rostralmiddlefrontal-lh,superiorparietal-rh
caudalanteriorcingulate-lh,0.15199750312109864,0.11813358302122347,0.09254057428214732,0.1270287141073658,0.14232209737827714,0.08551810237203496,0.14372659176029962,0.13873283395755306
frontalpole-lh,0.1270819453697535,0.1558960692871419,0.1245836109260493,0.1254163890739507,0.12908061292471684,0.09127248500999334,0.1302465023317788,0.11642238507661559
frontalpole-rh,0.11546671841645643,0.1453522220065981,0.16301183776440908,0.11818358237919659,0.11818358237919659,0.1115854841839705,0.11973607607219096,0.10848049679798176
insula-lh,0.13682092555331993,0.1255868544600939,0.10177733065057008,0.13832997987927564,0.13900067069081154,0.09188464118041582,0.1386653252850436,0.12793427230046947
rostralanteriorcingulate-lh,0.1439120188531029,0.12081696779261587,0.09536527886881382,0.13008641005498822,0.1453260015710919,0.08609583660644148,0.14501178318931657,0.13338570306362924
rostralanteriorcingulate-rh,0.11317637339942173,0.11317637339942173,0.1187525815778604,0.11317637339942173,0.11317637339942173,0.20693928128872366,0.11317637339942173,0.10842627013630732
rostralmiddlefrontal-lh,0.14435081148564294,0.12109862671660425,0.09597378277153558,0.12874531835205993,0.14357053682896379,0.08551810237203496,0.14684769038701623,0.13389513108614232
superiorparietal-rh,0.14593341063442106,0.11479211528905085,0.09193307934404506,0.1253934073215173,0.13930760311412954,0.08663243332781183,0.14079840980619512,0.15520954116282923
