,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,parstriangularis-rh,precentral-lh,rostralmiddlefrontal-lh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh
caudalmiddlefrontal-lh,0.358974358974359,0.0,0.10256410256410256,0.20512820512820512,0.0,0.0,0.1282051282051282,0.20512820512820512
caudalmiddlefrontal-rh,0.0,0.375,0.05,0.125,0.1,0.125,0.075,0.15
parstriangularis-rh,0.08695652173913043,0.043478260869565216,0.3333333333333333,0.18840579710144928,0.0,0.057971014492753624,0.10144927536231885,0.18840579710144928
precentral-lh,0.12658227848101267,0.08860759493670886,0.11392405063291139,0.26582278481012656,0.0,0.0759493670886076,0.06329113924050633,0.26582278481012656
rostralmiddlefrontal-lh,0.0,0.23529411764705882,0.0,0.0,0.7058823529411765,0.058823529411764705,0.0,0.0
superiortemporal-lh,0.0,0.20588235294117646,0.058823529411764705,0.17647058823529413,0.029411764705882353,0.35294117647058826,0.0,0.17647058823529413
superiortemporal-rh,0.1590909090909091,0.0,0.1590909090909091,0.1590909090909091,0.0,0.0,0.3409090909090909,0.18181818181818182
supramarginal-lh,0.1111111111111111,0.09876543209876543,0.1111111111111111,0.2345679012345679,0.0,0.07407407407407407,0.07407407407407407,0.2962962962962963
