,caudalmiddlefrontal-rh,postcentral-rh,precentral-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorfrontal-rh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-rh,0.17164179104477612,0.11194029850746269,0.12686567164179105,0.12686567164179105,0.12686567164179105,0.13432835820895522,0.11940298507462686,0.08208955223880597
postcentral-rh,0.1532258064516129,0.16129032258064516,0.1693548387096774,0.07258064516129033,0.10483870967741936,0.12096774193548387,0.10483870967741936,0.11290322580645161
precentral-rh,0.1510791366906475,0.14388489208633093,0.16546762589928057,0.07913669064748201,0.11510791366906475,0.1223021582733813,0.1223021582733813,0.10071942446043165
rostralmiddlefrontal-lh,0.16304347826086957,0.07608695652173914,0.09782608695652174,0.17391304347826086,0.15217391304347827,0.14130434782608695,0.13043478260869565,0.06521739130434782
rostralmiddlefrontal-rh,0.16279069767441862,0.10077519379844961,0.11627906976744186,0.12403100775193798,0.14728682170542637,0.14728682170542637,0.13178294573643412,0.06976744186046512
superiorfrontal-rh,0.16,0.104,0.12,0.12,0.144,0.144,0.128,0.08
superiortemporal-lh,0.1452991452991453,0.10256410256410256,0.1282051282051282,0.11965811965811966,0.1452991452991453,0.1452991452991453,0.15384615384615385,0.05982905982905983
superiortemporal-rh,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.05714285714285714,0.08571428571428572,0.10476190476190476,0.08571428571428572,0.23809523809523808
