,caudalmiddlefrontal-rh,parstriangularis-rh,postcentral-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh
caudalmiddlefrontal-rh,0.24193548387096775,0.03225806451612903,0.16129032258064516,0.14516129032258066,0.14516129032258066,0.1935483870967742,0.0,0.08064516129032258
parstriangularis-rh,0.07142857142857142,0.39285714285714285,0.03571428571428571,0.0,0.0,0.10714285714285714,0.10714285714285714,0.2857142857142857
postcentral-rh,0.20833333333333334,0.0,0.2916666666666667,0.10416666666666667,0.14583333333333334,0.16666666666666666,0.0,0.08333333333333333
rostralmiddlefrontal-lh,0.18421052631578946,0.0,0.07894736842105263,0.39473684210526316,0.18421052631578946,0.15789473684210525,0.0,0.0
rostralmiddlefrontal-rh,0.21428571428571427,0.0,0.11904761904761904,0.21428571428571427,0.21428571428571427,0.19047619047619047,0.0,0.047619047619047616
superiortemporal-lh,0.20833333333333334,0.05555555555555555,0.1111111111111111,0.1111111111111111,0.125,0.2916666666666667,0.0,0.09722222222222222
superiortemporal-rh,0.0,0.3076923076923077,0.0,0.0,0.0,0.0,0.5,0.19230769230769232
supramarginal-lh,0.1267605633802817,0.19718309859154928,0.11267605633802817,0.028169014084507043,0.056338028169014086,0.15492957746478872,0.04225352112676056,0.28169014084507044
